t_ps,E_per_molecule_eV,E_total_eV,E_total_J,P_inst_per_mol_W,P_inst_total_W,E_passive_per_molecule_eV,Ergotropy_per_molecule_eV,Ergotropy_total_J
9.949999999999999956e-01,1.135280685112004251e-01,5.676403425560021400e+09,9.094600933589824285e-10,-5.409645803225808898e-10,-2.704822901613079011e+01,9.229355372046174621e-02,2.123451479073867887e-02,1.701072171602445404e-10
1.000000000000000000e+00,1.135113844503807257e-01,5.675569222519036293e+09,9.093264392969545521e-10,-5.284248759678236755e-10,-2.642124379839515314e+01,9.227639826916754495e-02,2.123498618121318071e-02,1.701109934142632363e-10
1.005000000000000115e+00,1.134950868246151906e-01,5.674754341230759621e+09,9.091958809209984794e-10,-5.161952790385092451e-10,-2.580976395192556083e+01,9.225975413856753182e-02,2.123533268604765878e-02,1.701137692240100668e-10
1.010000000000000009e+00,1.134791660751976045e-01,5.673958303759880066e+09,9.090683416574353314e-10,-5.042681551193225694e-10,-2.521340775596036110e+01,9.224360866440670104e-02,2.123555741079090342e-02,1.701155694676736213e-10
1.015000000000000124e+00,1.134636128819537931e-01,5.673180644097689629e+09,9.089437468434387909e-10,-4.926359207683325941e-10,-2.463179603840399068e+01,9.222794950388876756e-02,2.123566337806502557e-02,1.701164183591264502e-10
1.020000000000000018e+00,1.134484181594987984e-01,5.672420907974940300e+09,9.088220236970512536e-10,-4.812912426554969298e-10,-2.406456213277124334e+01,9.221276462221256187e-02,2.123565353728623650e-02,1.701163395257972687e-10
1.024999999999999911e+00,1.134335730453688573e-01,5.671678652268443108e+09,9.087031012221109969e-10,-4.702271089664805150e-10,-2.351135544833960012e+01,9.219804227687139475e-02,2.123553076849746257e-02,1.701153560393734716e-10
1.030000000000000027e+00,1.134190688918220863e-01,5.670953444591104507e+09,9.085869101425680423e-10,-4.594366369779458230e-10,-2.297183184890309349e+01,9.218377101179618671e-02,2.123529788002589958e-02,1.701134903970361535e-10
1.034999999999999920e+00,1.134048972659804783e-01,5.670244863299023628e+09,9.084733829036219421e-10,-4.489129731553106897e-10,-2.244564865776919760e+01,9.216993965901848496e-02,2.123495760696199330e-02,1.701107645092752988e-10
1.040000000000000036e+00,1.133910499478661821e-01,5.669552497393308640e+09,9.083624536559904589e-10,-4.386494529827832627e-10,-2.193247264913225081e+01,9.215653728969405711e-02,2.123451265817212497e-02,1.701072000765030466e-10
1.044999999999999929e+00,1.133775189205674799e-01,5.668875946028373718e+09,9.082540581771305381e-10,-4.286397169242900623e-10,-2.143198584622587077e+01,9.214355323857720270e-02,2.123396568199027723e-02,1.701028183142134713e-10
1.050000000000000044e+00,1.133642963610376059e-01,5.668214818051879883e+09,9.081481337975282436e-10,-4.188775724354561273e-10,-2.094387862177973147e+01,9.213097723384339188e-02,2.123331912719421399e-02,1.700976388392791947e-10
1.054999999999999938e+00,1.133513746388730425e-01,5.667568731943652153e+09,9.080446193909127976e-10,-4.093568479315250181e-10,-2.046784239656699356e+01,9.211879917043086508e-02,2.123257546844217747e-02,1.700916814758982920e-10
1.060000000000000053e+00,1.133387463162270348e-01,5.666937315811351776e+09,9.079434553735625762e-10,-4.000714860600858693e-10,-2.000357430300209671e+01,9.210700919778180840e-02,2.123173711844522638e-02,1.700849655520171585e-10
1.064999999999999947e+00,1.133264041407662653e-01,5.666320207038312912e+09,9.078445836478827059e-10,-3.910156952924423776e-10,-1.955078476463677362e+01,9.209559770820634206e-02,2.123080643255992328e-02,1.700775099361220301e-10
1.070000000000000062e+00,1.133143410361227843e-01,5.665717051806138992e+09,9.077479475259162929e-10,-3.821838924009700794e-10,-1.910919462004676461e+01,9.208455532553004586e-02,2.122978571059273845e-02,1.700693330516938607e-10
1.074999999999999956e+00,1.133025500984409378e-01,5.665127504922046661e+09,9.076534917016822630e-10,-3.735705388758784115e-10,-1.867852694376779255e+01,9.207361922147257183e-02,2.122893087696836600e-02,1.700624850793992174e-10
1.080000000000000071e+00,1.132910245970393526e-01,5.664551229851967812e+09,9.075611622564785192e-10,-3.651701497718345713e-10,-1.825850748858647421e+01,9.206068364550762384e-02,2.123034095153172873e-02,1.700737810219873061e-10
1.084999999999999964e+00,1.132797579704057089e-01,5.663987898520285606e+09,9.074709066267964334e-10,-3.569774418652491775e-10,-1.784887209325097501e+01,9.204815486940980118e-02,2.123160310099590775e-02,1.700838919538879057e-10
1.090000000000000080e+00,1.132687438176115668e-01,5.663437190880578041e+09,9.073826735355459484e-10,-3.489873548980743458e-10,-1.744936774490633979e+01,9.203602282239663201e-02,2.123272099521493483e-02,1.700928472738729606e-10
1.094999999999999973e+00,1.132579758929810054e-01,5.662898794649050713e+09,9.072964129493473119e-10,-3.411949171515573774e-10,-1.705974585757940076e+01,9.202427768117625584e-02,2.123369821180474959e-02,1.701006756418057615e-10
1.100000000000000089e+00,1.132474481058959592e-01,5.662372405294797897e+09,9.072120760769702904e-10,-3.335951882082011062e-10,-1.667975941042823251e+01,9.201290986721093190e-02,2.123453823868502732e-02,1.701074049990033144e-10
1.104999999999999982e+00,1.132371545190370143e-01,5.661857725951850891e+09,9.071296153552430442e-10,-3.261833601842713151e-10,-1.630916800920385867e+01,9.200191004097199587e-02,2.123524447806501847e-02,1.701130626001664685e-10
1.110000000000000098e+00,1.132270893418706875e-01,5.661354467093534470e+09,9.070489843968782267e-10,-3.189548255705713063e-10,-1.594774127851997036e+01,9.199126909166344124e-02,2.123582025020724628e-02,1.701176750435303912e-10
1.114999999999999991e+00,1.132172469246556096e-01,5.660862346232780457e+09,9.069701379424578388e-10,-3.119051022676967282e-10,-1.559525511339597870e+01,9.198097813341431228e-02,2.123626879124129729e-02,1.701212682533511380e-10
1.120000000000000107e+00,1.132076217566089366e-01,5.660381087830447197e+09,9.068930318457443618e-10,-3.050297540665824873e-10,-1.525148770332452841e+01,9.197102849943331049e-02,2.123659325717562607e-02,1.701238675120436879e-10
1.125000000000000000e+00,1.131982084648757297e-01,5.659910423243786812e+09,9.068176230654244615e-10,-2.983244280545364901e-10,-1.491622140274557751e+01,9.196141173951184744e-02,2.123679672536388230e-02,1.701254974719286309e-10
1.130000000000000115e+00,1.131890018103605677e-01,5.659450090518028259e+09,9.067438696317169472e-10,-2.917849249263858037e-10,-1.458924624630890321e+01,9.195211961140128953e-02,2.123688219895927820e-02,1.701261821909154740e-10
1.135000000000000009e+00,1.131799966823085341e-01,5.658999834115427017e+09,9.066717306029612992e-10,-2.854071823936423175e-10,-1.427035911967686843e+01,9.194314407577729165e-02,2.123685260653124240e-02,1.701259451294317584e-10
1.140000000000000124e+00,1.131711880951723065e-01,5.658559404758615494e+09,9.066011660405201823e-10,-2.791872121228998206e-10,-1.395936060615349561e+01,9.193447729144536840e-02,2.123671080372693809e-02,1.701248091637333003e-10
1.145000000000000018e+00,1.131625711871291490e-01,5.658128559356457710e+09,9.065321369968997873e-10,-2.731210907312384974e-10,-1.365605453655007295e+01,9.192611161330797864e-02,2.123645957382117033e-02,1.701227965903093676e-10
1.150000000000000133e+00,1.131541412175100653e-01,5.657707060875503540e+09,9.064646054951546887e-10,-2.672050024131579986e-10,-1.336025012064783368e+01,9.191803958398364616e-02,2.123610163352641911e-02,1.701199291724262712e-10
1.155000000000000027e+00,1.131458935626561135e-01,5.657294678132805824e+09,9.063985344956931901e-10,-2.614352547525649836e-10,-1.307176273764343932e+01,9.191025393046439729e-02,2.123563963219171624e-02,1.701162281337095811e-10
1.159999999999999920e+00,1.131378237123608355e-01,5.656891185618041992e+09,9.063338878677782632e-10,-2.558082467792548555e-10,-1.279041233895986807e+01,9.190274755881128188e-02,2.123507615354955358e-02,1.701117141721384458e-10
1.165000000000000036e+00,1.131299272677201845e-01,5.656496363386009216e+09,9.062706303723036834e-10,-2.503204456164251639e-10,-1.251602228080446366e+01,9.189551355138557420e-02,2.123441371633461028e-02,1.701064074650020579e-10
1.169999999999999929e+00,1.131221999390324556e-01,5.656109996951622963e+09,9.062087276449701068e-10,-2.449683997680814480e-10,-1.224841998839110602e+01,9.188854516133580785e-02,2.123365477769664778e-02,1.701003276962401454e-10
1.175000000000000044e+00,1.131146375428191131e-01,5.655731877140955925e+09,9.061481461724197717e-10,-2.397487558775840985e-10,-1.198743779389769770e+01,9.188183580846913390e-02,2.123280173434997919e-02,1.700934940656510682e-10
1.179999999999999938e+00,1.131072359986784320e-01,5.655361799933921814e+09,9.060888532670311684e-10,-2.346582499180821892e-10,-1.173291249593603425e+01,9.187537907466739040e-02,2.123185692401104163e-02,1.700859253004080078e-10
1.185000000000000053e+00,1.130999913268564833e-01,5.654999566342823982e+09,9.060308170474604420e-10,-2.296936927406490896e-10,-1.148468463703466114e+01,9.186916870138719937e-02,2.123082262546928389e-02,1.700776396556270852e-10
1.189999999999999947e+00,1.130928996460025676e-01,5.654644982300127983e+09,9.059740064206607611e-10,-2.248519708533410177e-10,-1.124259854265255854e+01,9.186319852716025303e-02,2.122970111884231459e-02,1.700686553970640579e-10
1.195000000000000062e+00,1.130859571706915728e-01,5.654297858534578323e+09,9.059183910620338087e-10,-2.201300487823013810e-10,-1.100650243909331039e+01,9.185746248334616948e-02,2.122849468734540335e-02,1.700589908152896882e-10
1.199999999999999956e+00,1.130791602090322201e-01,5.653958010451610565e+09,9.058639413962697973e-10,-2.155249646934474718e-10,-1.077624823467340320e+01,9.185195494646390679e-02,2.122720526256831330e-02,1.700486613840439248e-10
1.205000000000000071e+00,1.130725051604624942e-01,5.653625258023124695e+09,9.058106285796870601e-10,-2.110338302260284931e-10,-1.055169151129666716e+01,9.184667025332014789e-02,2.122583490714234633e-02,1.700376836268251140e-10
1.209999999999999964e+00,1.130659885133684650e-01,5.653299425668423653e+09,9.057584244811567484e-10,-2.066538347633656785e-10,-1.033269173814915121e+01,9.184160288071242795e-02,2.122438563265603706e-02,1.700260736582340466e-10
1.215000000000000080e+00,1.130596068426130280e-01,5.652980342130651474e+09,9.057073016623055047e-10,-2.023822379829857634e-10,-1.011911189915554132e+01,9.183674744160366665e-02,2.122285940100936130e-02,1.700138471948221731e-10
1.219999999999999973e+00,1.130533568076196593e-01,5.652667840380983353e+09,9.056572333621652654e-10,-1.982163575809959964e-10,-9.910817879048408940e+00,9.183209868152870936e-02,2.122125812609094997e-02,1.700010195685277309e-10
1.225000000000000089e+00,1.130472351506675577e-01,5.652361757533377647e+09,9.056081934835150613e-10,-1.941535739640113924e-10,-9.707678698207018897e+00,9.182765147653555726e-02,2.121958367413200042e-02,1.699876057295108025e-10
1.229999999999999982e+00,1.130412386946822861e-01,5.652061934734114647e+09,9.055601565751830744e-10,-1.901913426819043328e-10,-9.509567134096869268e+00,9.182340082962688055e-02,2.121783786505540559e-02,1.699736202569610769e-10
1.235000000000000098e+00,1.130353643407552150e-01,5.651768217037760735e+09,9.055130978121740380e-10,-1.863271896340216001e-10,-9.316359481701510958e+00,9.181934186680448806e-02,2.121602247395072693e-02,1.699590773709136326e-10
1.239999999999999991e+00,1.130296090662330916e-01,5.651480453311655045e+09,9.054669929803660843e-10,-1.825586928992688684e-10,-9.127934644973720424e+00,9.181546983404957618e-02,2.121413923218351538e-02,1.699439909411356499e-10
1.245000000000000107e+00,1.130239699233716866e-01,5.651198496168583870e+09,9.054218184657243101e-10,-1.788834798157528592e-10,-8.944173990792478435e+00,9.181178009544459229e-02,2.121218982792709429e-02,1.699283744913863391e-10
1.250000000000000000e+00,1.130184440376076904e-01,5.650922201880384445e+09,9.053775512404582186e-10,-1.752992416300044062e-10,-8.764962081491830759e+00,9.180826812958639560e-02,2.121017590802129482e-02,1.699122412143072512e-10
1.255000000000000115e+00,1.130130286052978966e-01,5.650651430264894485e+09,9.053341688449093600e-10,-1.718037390797726106e-10,-8.590186953981174156e+00,9.180492952686528096e-02,2.120809907843261566e-02,1.698956039751083242e-10
1.260000000000000009e+00,1.130077208916427656e-01,5.650386044582138062e+09,9.052916493709182794e-10,-1.683947880340635279e-10,-8.419739401695551351e+00,9.180175998617881583e-02,2.120596090546394974e-02,1.698784753212591050e-10
1.265000000000000124e+00,1.130025182293218217e-01,5.650125911466091156e+09,9.052499714508922918e-10,-1.650702455206964285e-10,-8.253512276030960493e+00,9.179875531269859890e-02,2.120376291662322277e-02,1.698608674894470708e-10
1.270000000000000018e+00,1.129974180172893528e-01,5.649870900864467621e+09,9.052091142481579709e-10,-1.618280169051197835e-10,-8.091400845267344266e+00,9.179591141571863400e-02,2.120150660157071876e-02,1.698427924131667521e-10
1.275000000000000133e+00,1.129924177189616658e-01,5.649620885948082924e+09,9.051690574424396831e-10,-1.586660703651455426e-10,-7.933303518220782280e+00,9.179322430562325552e-02,2.119919341333841023e-02,1.698242617324875212e-10
1.280000000000000027e+00,1.129875148601094392e-01,5.649375743005472183e+09,9.051297812129755908e-10,-1.555824330886182335e-10,-7.779121654428308830e+00,9.179069009051235573e-02,2.119682476959708350e-02,1.698052868042043905e-10
1.284999999999999920e+00,1.129827070272821782e-01,5.649135351364109039e+09,9.050912662258954964e-10,-1.525751730454776955e-10,-7.628758652310352772e+00,9.178830497563970903e-02,2.119440205164246915e-02,1.697858786937161076e-10
1.290000000000000036e+00,1.129779918668384064e-01,5.648899593341919899e+09,9.050534936264525823e-10,-1.496423945078018212e-10,-7.482119725376833230e+00,9.178606525925313286e-02,2.119192660758527358e-02,1.697660482005800464e-10
1.294999999999999929e+00,1.129733670836497311e-01,5.648668354182486534e+09,9.050164450286415707e-10,-1.467822528656833534e-10,-7.339112643297994509e+00,9.178396733171391431e-02,2.118939975193581682e-02,1.697458058551847964e-10
1.300000000000000044e+00,1.129688304392060944e-01,5.648441521960304260e+09,9.049801025000196488e-10,-1.439929609219552331e-10,-7.199648046080255881e+00,9.178200767249067304e-02,2.118682276671542131e-02,1.697251619276533915e-10
1.304999999999999938e+00,1.129643797499272073e-01,5.648218987496360779e+09,9.049444485481807221e-10,-1.412727754307194846e-10,-7.063638771505793557e+00,9.178018284736133570e-02,2.118419690256587162e-02,1.697041264367310554e-10
1.310000000000000053e+00,1.129600128861078662e-01,5.648000644305393219e+09,9.049094661123045232e-10,-1.386199855779108914e-10,-6.930999278905801475e+00,9.177848950629670377e-02,2.118152337981116240e-02,1.696827091582907642e-10
1.314999999999999947e+00,1.129557277709483387e-01,5.647786388547416687e+09,9.048751385553915574e-10,-1.360329197010211251e-10,-6.801645985047798604e+00,9.177692438479398418e-02,2.117880338615435454e-02,1.696609196068829050e-10
1.320000000000000062e+00,1.129515223790804740e-01,5.647576118954023361e+09,9.048414496524540656e-10,-1.335099554431179588e-10,-6.675497772157541476e+00,9.177548429655221773e-02,2.117603808252825626e-02,1.696387670826046737e-10
1.324999999999999956e+00,1.129473947349640267e-01,5.647369736748201370e+09,9.048083835776699091e-10,-1.310495157880957990e-10,-6.552475789401796646e+00,9.177416613490955999e-02,2.117322860005446672e-02,1.696162606467389855e-10
1.330000000000000071e+00,1.129433429116605270e-01,5.647167145583025932e+09,9.047759248945600069e-10,-1.286500582434296747e-10,-6.432502912168274634e+00,9.177289508389099848e-02,2.117044782776952849e-02,1.695939842048419521e-10
1.334999999999999964e+00,1.129393650299044816e-01,5.646968251495223999e+09,9.047440585485482596e-10,-1.263100721067999166e-10,-6.315503605350386351e+00,9.177140696757778160e-02,2.116795806232669996e-02,1.695740389847587587e-10
1.340000000000000080e+00,1.129354592570480098e-01,5.646772962852400780e+09,9.047127698585066260e-10,-1.240280850816312332e-10,-6.201404254097724333e+00,9.176984103737294285e-02,2.116561821967506696e-02,1.695552947786403533e-10
1.344999999999999973e+00,1.129316238057192084e-01,5.646581190285960197e+09,9.046820445060072554e-10,-1.218026671471862470e-10,-6.090133357356535271e+00,9.176839810184674040e-02,2.116322570387246804e-02,1.695361286140633480e-10
1.350000000000000089e+00,1.129278569325251058e-01,5.646392846626255035e+09,9.046518685249330990e-10,-1.196324254107227576e-10,-5.981621270519099198e+00,9.176707510362205888e-02,2.116078182890304693e-02,1.695165510172012266e-10
1.354999999999999982e+00,1.129241569370312143e-01,5.646207846851560593e+09,9.046222282933020569e-10,-1.175159968499036911e-10,-5.875799842498963699e+00,9.176586780778341057e-02,2.115828912924780369e-02,1.694965822914851749e-10
1.360000000000000098e+00,1.129205221609177745e-01,5.646026108045888901e+09,9.045931105265081885e-10,-1.154520483644661102e-10,-5.772602418219321407e+00,9.176474625652519812e-02,2.115577590439257638e-02,1.694764491407899962e-10
1.364999999999999991e+00,1.129169509869558941e-01,5.645847549347794533e+09,9.045645022691198032e-10,-1.134392826067725065e-10,-5.671964130349806510e+00,9.176373592197674400e-02,2.115321506497915005e-02,1.694559345554319233e-10
1.370000000000000107e+00,1.129134418377998605e-01,5.645672091889992714e+09,9.045363908852046526e-10,-1.114764385245471613e-10,-5.573821926227537915e+00,9.176283403867042943e-02,2.115060779912943112e-02,1.694350480533166982e-10
1.375000000000000000e+00,1.129099931749294877e-01,5.645499658746474266e+09,9.045087640498574295e-10,-1.095622854443510094e-10,-5.478114272191305645e+00,9.176203790954841344e-02,2.114795526538107429e-02,1.694137989153541058e-10
1.380000000000000115e+00,1.129066034978116750e-01,5.645330174890583992e+09,9.044816097424826483e-10,-1.076956192887324962e-10,-5.384780964435776696e+00,9.176134490435376712e-02,2.114525859345790793e-02,1.693921961916298278e-10
1.385000000000000009e+00,1.129032713430787871e-01,5.645163567153939247e+09,9.044549162402130782e-10,-1.058752648382290637e-10,-5.293763241905253381e+00,9.176075245878841102e-02,2.114251888429037607e-02,1.693702487015689391e-10
1.390000000000000124e+00,1.128999952835492010e-01,5.644999764177459717e+09,9.044286721100635222e-10,-1.041000784605073065e-10,-5.205003923038020730e+00,9.176025807005751267e-02,2.113973721349168833e-02,1.693479650617832543e-10
1.395000000000000018e+00,1.128967739272351417e-01,5.644838696361757278e+09,9.044028662009827484e-10,-1.023689466151380615e-10,-5.118447330751223490e+00,9.175985929860999701e-02,2.113691462862514470e-02,1.693253536641799660e-10
1.400000000000000133e+00,1.128936059164567796e-01,5.644680295822838783e+09,9.043774876367559705e-10,-1.006807825357683536e-10,-5.034039126781863160e+00,9.175955376428507337e-02,2.113405215217170618e-02,1.693024226997345839e-10
1.405000000000000027e+00,1.128904899270569417e-01,5.644524496352847099e+09,9.043525258097149660e-10,-9.903452400221298628e-11,-4.951726200117263943e+00,9.175933914615501397e-02,2.113115078090192778e-02,1.692791801534596079e-10
1.409999999999999920e+00,1.128874246676543069e-01,5.644371233382715225e+09,9.043279703747546655e-10,-9.742913417351144493e-11,-4.871456708671757951e+00,9.175921318020821560e-02,2.112821148744609134e-02,1.692556338169825596e-10
1.415000000000000036e+00,1.128844088788063388e-01,5.644220443940317154e+09,9.043038112426282334e-10,-9.586360375717927515e-11,-4.793180187843972817e+00,9.175917365942508341e-02,2.112523521938125537e-02,1.692317912812325419e-10
1.419999999999999929e+00,1.128814413321267140e-01,5.644072066606335640e+09,9.042800385728762247e-10,-9.433695051221150068e-11,-4.716847525633056648e+00,9.175921843008107148e-02,2.112222290204564257e-02,1.692076599589860034e-10
1.425000000000000044e+00,1.128785208294795367e-01,5.643926041473977089e+09,9.042566427673719912e-10,-9.284821537708326338e-11,-4.642410768850822933e+00,9.175934539194306738e-02,2.111917543753646931e-02,1.691832470768382785e-10
1.429999999999999938e+00,1.128756462023384893e-01,5.643782310116924286e+09,9.042336144651876815e-10,-9.139646011372768038e-11,-4.569823005687794648e+00,9.175955249675639414e-02,2.111609370558209520e-02,1.691585596821905231e-10
1.435000000000000053e+00,1.128728163111278049e-01,5.643640815556389809e+09,9.042109445373150711e-10,-8.998076982428248867e-11,-4.499038491223473102e+00,9.175983774711841956e-02,2.111297856400938533e-02,1.691336046469935346e-10
1.439999999999999947e+00,1.128700300444246268e-01,5.643501502221231461e+09,9.041886240802755923e-10,-8.860025492827670217e-11,-4.430012746408465318e+00,9.176019919485066401e-02,2.110983084957396283e-02,1.691083886743988523e-10
1.445000000000000062e+00,1.128672863181764546e-01,5.643364315908823013e+09,9.041666444098510287e-10,-8.725404871195253714e-11,-4.362702435610117391e+00,9.176063493996843012e-02,2.110665137820802451e-02,1.690829183007439654e-10
1.449999999999999956e+00,1.128645840750564372e-01,5.643229203752821922e+09,9.041449970559195300e-10,-8.594130378216197845e-11,-4.297065189108252525e+00,9.176114312774226456e-02,2.110344094731417264e-02,1.690571999139279490e-10
1.455000000000000071e+00,1.128619222839021830e-01,5.643096114195109367e+09,9.041236737579598857e-10,-8.466119199796886912e-11,-4.233059599893749692e+00,9.176172195234144624e-02,2.110020033156073671e-02,1.690312397197283077e-10
1.459999999999999964e+00,1.128592999390753415e-01,5.642964996953766823e+09,9.041026664599206267e-10,-8.341290676208479088e-11,-4.170645338090253063e+00,9.176236965043954585e-02,2.109693028863579567e-02,1.690050437878957190e-10
1.465000000000000080e+00,1.128567160597573615e-01,5.642835802987868309e+09,9.040819673045789641e-10,-8.219566337895224260e-11,-4.109783168940339237e+00,9.176308450260330096e-02,2.109363155715406057e-02,1.689786180353863323e-10
1.469999999999999973e+00,1.128541696892867430e-01,5.642708484464337349e+09,9.040615686282312200e-10,-8.100869670952216763e-11,-4.050434835487976670e+00,9.176386483303361485e-02,2.109030485625312812e-02,1.689519682231274409e-10
1.475000000000000089e+00,1.128516598946011223e-01,5.642582994730055809e+09,9.040414629562239846e-10,-7.985125850500599399e-11,-3.992562925253878348e+00,9.176470900541586206e-02,2.108695088918526028e-02,1.689250999847907274e-10
1.479999999999999982e+00,1.128491857657410724e-01,5.642459288287054062e+09,9.040216429989786856e-10,-7.872261780265177907e-11,-3.936130890127969906e+00,9.176561542099621882e-02,2.108357034474485359e-02,1.688980188382276478e-10
1.485000000000000098e+00,1.128467464152673183e-01,5.642337320763365746e+09,9.040021016473226711e-10,-7.762206328240162708e-11,-3.881103164123487659e+00,9.176658253051446501e-02,2.108016388475285330e-02,1.688707300852084457e-10
1.489999999999999991e+00,1.128443409776175299e-01,5.642217048880876541e+09,9.039828319673375286e-10,-7.654890308647367128e-11,-3.827445154311135411e+00,9.176760881407890202e-02,2.107673216353862788e-02,1.688432389674892663e-10
1.495000000000000107e+00,1.128419686085347790e-01,5.642098430426738739e+09,9.039638271957795029e-10,-7.550246156972017185e-11,-3.775123078492470086e+00,9.176869279097819854e-02,2.107327581755658041e-02,1.688155505836320104e-10
1.500000000000000000e+00,1.128396284846272107e-01,5.641981424231360435e+09,9.039450807365526048e-10,-7.448207750052953594e-11,-3.724103875021683052e+00,9.176983302087257655e-02,2.106979546375463419e-02,1.687876698759343387e-10
1.505000000000000115e+00,1.128373198029087310e-01,5.641865990145436287e+09,9.039265861570292084e-10,-7.348710619852571828e-11,-3.674355309922248125e+00,9.177102809366637082e-02,2.106629170924236016e-02,1.687596017078801427e-10
1.510000000000000009e+00,1.128350417802252703e-01,5.641752089011263847e+09,9.039083371834534082e-10,-7.251692096245401201e-11,-3.625846048133098520e+00,9.177227663188933238e-02,2.106276514833593794e-02,1.687313508404669030e-10
1.515000000000000124e+00,1.128327936527063202e-01,5.641639682635315895e+09,9.038903276965477597e-10,-7.157091104534878828e-11,-3.578545552256400697e+00,9.177357730599913777e-02,2.105921634670718245e-02,1.687029218052254256e-10
1.520000000000000018e+00,1.128305746753177213e-01,5.641528733765886307e+09,9.038725517279309670e-10,-7.064847925700673905e-11,-3.532423962853499688e+00,9.177492880463558600e-02,2.105564587068213533e-02,1.686743191389275070e-10
1.525000000000000133e+00,1.128283841214625244e-01,5.641419206073125839e+09,9.038550034569192787e-10,-6.974904214228731250e-11,-3.487452107132412493e+00,9.177632985561449963e-02,2.105205426584802475e-02,1.686455472122086386e-10
1.530000000000000027e+00,1.128262212825230509e-01,5.641311064126152992e+09,9.038376772068596993e-10,-6.887203150259564447e-11,-3.443601575141656213e+00,9.177777921791298310e-02,2.104844206461006784e-02,1.686166102901048323e-10
1.535000000000000142e+00,1.128240854673665111e-01,5.641204273368325233e+09,9.038205674411678981e-10,-6.801689437047157014e-11,-3.400844718518783338e+00,9.177927567719557089e-02,2.104480979017094022e-02,1.685875125639316181e-10
1.540000000000000036e+00,1.128219760018887574e-01,5.641098800094437599e+09,9.038036687596744486e-10,-6.718309141017966130e-11,-3.359154570498503745e+00,9.178081805364535217e-02,2.104115794824340524e-02,1.685582580848948129e-10
1.544999999999999929e+00,1.128198922286196559e-01,5.640994611430982590e+09,9.037869758954629307e-10,-6.637009540088497609e-11,-3.318504770053550601e+00,9.178240519446885515e-02,2.103748703415080079e-02,1.685288508209718534e-10
1.550000000000000044e+00,1.128178335063615562e-01,5.640891675318078041e+09,9.037704837119738680e-10,-6.557739151913854689e-11,-3.278869575980934314e+00,9.178403597384549029e-02,2.103379753251606588e-02,1.684992946544204836e-10
1.554999999999999938e+00,1.128157992097771900e-01,5.640789960488859177e+09,9.037541871997032432e-10,-6.480447860857976828e-11,-3.240223930421052501e+00,9.178570929903234754e-02,2.103008991074484246e-02,1.684695933295726459e-10
1.560000000000000053e+00,1.128137887289485525e-01,5.640689436447427750e+09,9.037380814726696095e-10,-6.405086892646178756e-11,-3.202543446328490973e+00,9.178742410138769625e-02,2.102636462756085622e-02,1.684397505212105751e-10
1.564999999999999947e+00,1.128118014689808712e-01,5.640590073449043274e+09,9.037221617652399924e-10,-6.331608624989759290e-11,-3.165804312491673045e+00,9.178917933637700810e-02,2.102262213260386314e-02,1.684097698313457826e-10
1.570000000000000062e+00,1.128098368496796705e-01,5.640491842483983994e+09,9.037064234295447426e-10,-6.259966487149069619e-11,-3.129983243590686470e+00,9.179097398560479015e-02,2.101886286407488036e-02,1.683796547703554613e-10
1.574999999999999956e+00,1.128078943052173294e-01,5.640394715260866165e+09,9.036908619328041925e-10,-6.190115073817093058e-11,-3.095057536906097084e+00,9.179280705895968839e-02,2.101508724625764102e-02,1.683494087371269712e-10
1.580000000000000071e+00,1.128059732837391610e-01,5.640298664186958313e+09,9.036754728541756497e-10,-6.122010209176311684e-11,-3.061005104580544867e+00,9.179467758776986563e-02,2.101129569596929536e-02,1.683190350707338544e-10
1.584999999999999964e+00,1.128040732469898777e-01,5.640203662349493980e+09,9.036602518817583837e-10,-6.055608832316324399e-11,-3.027804416153230704e+00,9.179658463183885952e-02,2.100748861515101817e-02,1.682885369910798879e-10
1.590000000000000080e+00,1.128021936699913352e-01,5.640109683499567032e+09,9.036451948100140623e-10,-5.990868871449454261e-11,-2.995434435739298351e+00,9.179852726800159790e-02,2.100366640198973733e-02,1.682579176879940347e-10
1.594999999999999973e+00,1.128003340407473520e-01,5.640016702037367821e+09,9.036302975374010157e-10,-5.927749241115539758e-11,-2.963874620560090989e+00,9.180050460018110425e-02,2.099982944056624778e-02,1.682271802383026671e-10
1.600000000000000089e+00,1.127984938599233683e-01,5.639924692996168137e+09,9.036155560638083217e-10,-5.866209903125955364e-11,-2.933104951589484699e+00,9.180251575226303085e-02,2.099597810766033745e-02,1.681963276603446201e-10
1.604999999999999982e+00,1.127966726405130460e-01,5.639833632025651932e+09,9.036009664878852535e-10,-5.806211868363556549e-11,-2.903105934150516987e+00,9.180455987065906653e-02,2.099211276985397945e-02,1.681653628907653374e-10
1.610000000000000098e+00,1.127948699075169148e-01,5.639743495375845909e+09,9.035865250044666801e-10,-5.747717126521296809e-11,-2.873858563267276622e+00,9.180663612339774737e-02,2.098823378411916740e-02,1.681342887892256488e-10
1.614999999999999991e+00,1.127930851976527843e-01,5.639654259882638931e+09,9.035722279022527207e-10,-5.690688546554680536e-11,-2.845344273286173120e+00,9.180874369971034343e-02,2.098434149794244086e-02,1.681031081393996861e-10
1.620000000000000107e+00,1.127913180590965764e-01,5.639565902954829216e+09,9.035580715617338661e-10,-5.635089863383345747e-11,-2.817544931691372767e+00,9.181088180724933379e-02,2.098043625184724259e-02,1.680718236691809406e-10
