t_ps,E_per_molecule_eV,E_total_eV,E_total_J,P_inst_per_mol_W,P_inst_total_W,E_passive_per_molecule_eV,Ergotropy_per_molecule_eV,Ergotropy_total_J
1.000000000000000000e+00,1.127498520288304773e-01,5.637492601441523552e+09,9.032258920377483603e-10,-6.995652831841411498e-10,-3.497826415921736043e+01,9.166747653795448425e-02,2.108237549087599305e-02,1.688884470034789791e-10
1.005000000000000115e+00,1.127282130509972974e-01,5.636410652549864769e+09,9.030525447144085147e-10,-6.873658444408795428e-10,-3.436829222204687539e+01,9.164650979501304251e-02,2.108170325598425487e-02,1.688830618082984497e-10
1.010000000000000009e+00,1.127069500272749464e-01,5.635347501363747597e+09,9.028822091155279379e-10,-6.754676810544037662e-10,-3.377338405273621902e+01,9.162604069625694680e-02,2.108090933101799958e-02,1.688767017681480326e-10
1.015000000000000124e+00,1.126860536743892333e-01,5.634302683719461441e+09,9.027148108738812665e-10,-6.638632398906804097e-10,-3.319316199455352034e+01,9.160605693003834316e-02,2.107999674435089010e-02,1.688693911429753236e-10
1.020000000000000018e+00,1.126655149429151570e-01,5.633275747145757675e+09,9.025502774955824381e-10,-6.525452167476478323e-10,-3.262726083736924920e+01,9.158654649194140906e-02,2.107896845097374794e-02,1.688611536048665549e-10
1.024999999999999911e+00,1.126453250054709754e-01,5.632266250273549080e+09,9.023885382655075485e-10,-6.415066272819435177e-10,-3.207533136408892460e+01,9.156749766913216404e-02,2.107782733633881134e-02,1.688520122688425027e-10
1.030000000000000027e+00,1.126254752485600918e-01,5.631273762428004265e+09,9.022295241819414828e-10,-6.307406158676609551e-10,-3.153703079339175019e+01,9.154889903450411093e-02,2.107657621405598092e-02,1.688419896744033647e-10
1.034999999999999920e+00,1.126059572726952757e-01,5.630297863634763718e+09,9.020731679575736344e-10,-6.202403563990506366e-10,-3.101201781995769124e+01,9.153073944829850928e-02,2.107521782439676639e-02,1.688311077735440497e-10
1.040000000000000036e+00,1.125867628904319712e-01,5.629338144521598816e+09,9.019194040037419749e-10,-6.099992109522848138e-10,-3.049996054761868436e+01,9.151300805049372711e-02,2.107375483993824405e-02,1.688193879759673276e-10
1.044999999999999929e+00,1.125678841165895505e-01,5.628394205829477310e+09,9.017681683520974995e-10,-6.000108449137521726e-10,-3.000054224567429628e+01,9.149569424734069201e-02,2.107218986924885851e-02,1.688068511786101705e-10
1.050000000000000044e+00,1.125493131590989265e-01,5.627465657954946518e+09,9.016193985812851087e-10,-5.902690900188536683e-10,-2.951345450093504041e+01,9.147878770166265050e-02,2.107052545743627603e-02,1.687935177700327984e-10
1.054999999999999938e+00,1.125310424177722868e-01,5.626552120888614655e+09,9.014730338070880619e-10,-5.807677993156097585e-10,-2.903838996577542275e+01,9.146227833421141651e-02,2.106876408356087027e-02,1.687794076096982451e-10
1.060000000000000053e+00,1.125130644842031041e-01,5.625653224210155487e+09,9.013290146816273692e-10,-5.715009397292679122e-10,-2.857504698645789176e+01,9.144615631956801161e-02,2.106690816463509253e-02,1.687645400600108461e-10
1.064999999999999947e+00,1.124953721347584645e-01,5.624768606737923622e+09,9.011872833372235255e-10,-5.624627425654460183e-10,-2.812313712827744894e+01,9.143041199696723409e-02,2.106496013779123044e-02,1.687489346445526306e-10
1.070000000000000062e+00,1.124779583210854111e-01,5.623897916054270744e+09,9.010477833103445941e-10,-5.536476463983006421e-10,-2.768238231993746012e+01,9.141503606749122601e-02,2.106292225359418513e-02,1.687326093923361288e-10
1.074999999999999956e+00,1.124608161666679623e-01,5.623040808333397865e+09,9.009104595140241792e-10,-5.450501346807585103e-10,-2.725250673403206747e+01,9.140001944126556477e-02,2.106079672540239756e-02,1.687155820343171733e-10
1.080000000000000071e+00,1.124439389674689593e-01,5.622196948373448372e+09,9.007752582430043182e-10,-5.366647444962726791e-10,-2.683323722481145523e+01,9.138414506612033139e-02,2.105979390134862794e-02,1.687075485279823649e-10
1.084999999999999964e+00,1.124273201879407852e-01,5.621366009397039413e+09,9.006421271417760147e-10,-5.284862136113654751e-10,-2.642431068058067467e+01,9.136728605714183882e-02,2.106003413079894637e-02,1.687094729780428309e-10
1.090000000000000080e+00,1.124109534524891235e-01,5.620547672624456406e+09,9.005110151361984916e-10,-5.205095015468436071e-10,-2.602547507734561805e+01,9.135082317521667217e-02,2.106013027727245135e-02,1.687102431962093056e-10
1.094999999999999973e+00,1.123948325401683268e-01,5.619741627008416176e+09,9.003818723910026839e-10,-5.127296561557094138e-10,-2.563648280777852051e+01,9.133474661808625716e-02,2.106008592208206964e-02,1.687098878719611700e-10
1.100000000000000089e+00,1.123789513844727223e-01,5.618947569223635674e+09,9.002546503081206443e-10,-5.051417568086376844e-10,-2.525708784040762112e+01,9.131904682776098570e-02,2.105990455671173656e-02,1.687084349751683348e-10
1.104999999999999982e+00,1.123633040715782266e-01,5.618165203578911781e+09,9.001293015125985536e-10,-4.977410148302721053e-10,-2.488705074149766006e+01,9.130371448470971096e-02,2.105958958686851568e-02,1.687059117885522374e-10
1.110000000000000098e+00,1.123478848338647779e-01,5.617394241693239212e+09,9.000057798007056133e-10,-4.905228408360152255e-10,-2.452614204181008972e+01,9.128874049768891108e-02,2.105914433617586679e-02,1.687023449372720502e-10
1.114999999999999991e+00,1.123326880439551312e-01,5.616634402197756767e+09,8.998840400921803913e-10,-4.834827703000670084e-10,-2.417413851499441080e+01,9.127411599982196422e-02,2.105857204413316697e-02,1.686977603725788683e-10
1.120000000000000107e+00,1.123177082128830467e-01,5.615885410644152641e+09,8.997640384155556046e-10,-4.766163846606585419e-10,-2.383081923302961513e+01,9.125983234292812940e-02,2.105787586995491734e-02,1.686921834025709563e-10
1.125000000000000000e+00,1.123029399890561747e-01,5.615146999452808380e+09,8.996457318998500199e-10,-4.699193484317418310e-10,-2.349596742159337737e+01,9.124588109489223386e-02,2.105705889416394083e-02,1.686856387049567059e-10
1.130000000000000115e+00,1.122883781541080539e-01,5.614418907705402374e+09,8.995290787413397817e-10,-4.633874789375182798e-10,-2.316937394687556662e+01,9.123225403114411380e-02,2.105612412296394009e-02,1.686781503620828400e-10
1.135000000000000009e+00,1.122740176175083676e-01,5.613700880875418663e+09,8.994140381603812384e-10,-4.570167298444241305e-10,-2.285083649221633095e+01,9.121894312958379880e-02,2.105507448792456882e-02,1.686697418584112786e-10
1.140000000000000124e+00,1.122598534134430087e-01,5.612992670672150612e+09,8.993005703764175770e-10,-4.508031285859362105e-10,-2.254015642929880414e+01,9.120594056587801035e-02,2.105391284756499837e-02,1.686604360932051947e-10
1.145000000000000018e+00,1.122458806993297253e-01,5.612294034966485977e+09,8.991886365960882050e-10,-4.447427674405621408e-10,-2.223713837203104049e+01,9.119323871124554448e-02,2.105264198808418086e-02,1.686502553863788873e-10
1.150000000000000133e+00,1.122320947532551988e-01,5.611604737662759781e+09,8.990781989926973001e-10,-4.388318457833260527e-10,-2.194159228916396387e+01,9.118083012432928736e-02,2.105126462892591144e-02,1.686392215230788869e-10
1.155000000000000027e+00,1.122184909698535210e-01,5.610924548492675781e+09,8.989692206731964832e-10,-4.330666857675248148e-10,-2.165333428839221597e+01,9.116870754769205998e-02,2.104978342216146103e-02,1.686273557487382431e-10
1.159999999999999920e+00,1.122050648567645414e-01,5.610253242838227272e+09,8.988616656498134533e-10,-4.274437006401900918e-10,-2.137218503201438580e+01,9.115686390264515770e-02,2.104820095411938374e-02,1.686146787821328983e-10
1.165000000000000036e+00,1.121918120324898599e-01,5.609590601624492645e+09,8.987554988228764097e-10,-4.219593715433382267e-10,-2.109796857717446983e+01,9.114529228636579494e-02,2.104651974612406495e-02,1.686012108212979418e-10
1.169999999999999929e+00,1.121787282242991263e-01,5.608936411214956284e+09,8.986506859640418272e-10,-4.166102607151904821e-10,-2.083051303576212376e+01,9.113398596648245031e-02,2.104474225781667596e-02,1.685869715701314187e-10
1.175000000000000044e+00,1.121658092652621785e-01,5.608290463263109207e+09,8.985471936925188045e-10,-4.113930281026067181e-10,-2.056965140512329526e+01,9.112293837688582865e-02,2.104287088837634989e-02,1.685719802481770330e-10
1.179999999999999938e+00,1.121530510911184220e-01,5.607652554555921555e+09,8.984449894499907050e-10,-4.063044225746008722e-10,-2.031522112875245512e+01,9.111214311326459869e-02,2.104090797785382327e-02,1.685562556013079091e-10
1.185000000000000053e+00,1.121404497378572507e-01,5.607022486892862320e+09,8.983440414812314205e-10,-4.013412676142604147e-10,-2.006706338070216589e+01,9.110159393045078047e-02,2.103885580740647021e-02,1.685398159036092547e-10
1.189999999999999947e+00,1.121280013394807262e-01,5.606400066974036217e+09,8.982443188161835723e-10,-3.965004620895463299e-10,-1.982502310448035132e+01,9.109128473723447639e-02,2.103671660224624984e-02,1.685226789809940573e-10
1.195000000000000062e+00,1.121157021255356351e-01,5.605785106276782036e+09,8.981457912501866201e-10,-3.917789825597638322e-10,-1.958894912801042665e+01,9.108120959265839089e-02,2.103449253287724419e-02,1.685048622211169729e-10
1.199999999999999956e+00,1.121035484187324210e-01,5.605177420936620712e+09,8.980484293249035242e-10,-3.871738789457416976e-10,-1.935869394727342296e+01,9.107136270247283283e-02,2.103218571625958822e-02,1.684863825826983320e-10
1.205000000000000071e+00,1.120915366327473045e-01,5.604576831637365341e+09,8.979522043107137931e-10,-3.826822743445438066e-10,-1.913411371719848830e+01,9.106173841616807541e-02,2.102979821657922910e-02,1.684672566016905638e-10
1.209999999999999964e+00,1.120796632698528583e-01,5.603983163492643356e+09,8.978570881877314458e-10,-3.783013692610339904e-10,-1.891506846304400824e+01,9.105233122291574166e-02,2.102733204693711666e-02,1.684475004048101994e-10
1.215000000000000080e+00,1.120679249184560744e-01,5.603396245922803879e+09,8.977630536260833720e-10,-3.740284342120078520e-10,-1.870142171061888803e+01,9.104313574768481410e-02,2.102478917077126030e-02,1.684271297209297254e-10
1.219999999999999973e+00,1.120563182511904315e-01,5.602815912559521675e+09,8.976700739706252053e-10,-3.698607975526352484e-10,-1.849303987764869817e+01,9.103414674779487792e-02,2.102217150339555363e-02,1.684061598934050309e-10
1.225000000000000089e+00,1.120448400232139374e-01,5.602242001160696983e+09,8.975781232273069055e-10,-3.657958501182008410e-10,-1.828979250590782613e+01,9.102535911074521868e-02,2.101948091246871875e-02,1.683846058838318928e-10
1.229999999999999982e+00,1.120334870700113172e-01,5.601674353500565529e+09,8.974871760455661156e-10,-3.618310575268341388e-10,-1.809155287634348497e+01,9.101676785067229491e-02,2.101671921933902232e-02,1.683624822828185045e-10
1.235000000000000098e+00,1.120222563049241837e-01,5.601112815246209145e+09,8.973972076985434495e-10,-3.579639554460776303e-10,-1.789819777228694875e+01,9.100836810443624358e-02,2.101388820048794015e-02,1.683398033215504169e-10
1.239999999999999991e+00,1.120111447172488645e-01,5.600557235862442970e+09,8.973081940678432398e-10,-3.541921315470616006e-10,-1.770960657735122368e+01,9.100015512862696943e-02,2.101098958862189503e-02,1.683165828805363450e-10
1.245000000000000107e+00,1.120001493708926432e-01,5.600007468544631958e+09,8.972201116327698501e-10,-3.505132226303095833e-10,-1.752566113151260652e+01,9.099212429758829490e-02,2.100802507330434832e-02,1.682928344946718059e-10
1.250000000000000000e+00,1.119892674026512075e-01,5.599463370132560730e+09,8.971329374565281313e-10,-3.469249291282129670e-10,-1.734624645640724339e+01,9.098427110002156593e-02,2.100499630262964157e-02,1.682685713666480262e-10
1.255000000000000115e+00,1.119784960199595447e-01,5.598924800997977257e+09,8.970466491682058768e-10,-3.434250206031218554e-10,-1.717125103015860077e+01,9.097659113610223613e-02,2.100190488385730858e-02,1.682438063720332874e-10
1.260000000000000009e+00,1.119678324988262891e-01,5.598391624941314697e+09,8.969612249462265911e-10,-3.400113215440848501e-10,-1.700056607722945046e+01,9.096908011427130847e-02,2.099875238455498061e-02,1.682185520684288323e-10
1.265000000000000124e+00,1.119572741824711587e-01,5.597863709123558044e+09,8.968766435074337045e-10,-3.366816975108723409e-10,-1.683408487556152977e+01,9.096173384900316239e-02,2.099554033346799631e-02,1.681928207024349413e-10
1.270000000000000018e+00,1.119468184801240968e-01,5.597340924006204605e+09,8.967928840974709795e-10,-3.334340622297832631e-10,-1.667170311146765016e+01,9.095454825862739345e-02,2.099227022149670330e-02,1.681666242174800928e-10
1.275000000000000133e+00,1.119364628652197574e-01,5.596823143260988235e+09,8.967099264763189477e-10,-3.302663919256543235e-10,-1.651331959626986645e+01,9.094751936234940493e-02,2.098894350287035249e-02,1.681399742632249476e-10
1.280000000000000027e+00,1.119262048733021681e-01,5.596310243665108681e+09,8.966277509015083128e-10,-3.271767215508693190e-10,-1.635883607753203250e+01,9.094064327710997542e-02,2.098556159619219263e-02,1.681128822039343728e-10
1.284999999999999920e+00,1.119160421004546518e-01,5.595802105022732735e+09,8.965463381155436007e-10,-3.241631267236520862e-10,-1.620815633620077278e+01,9.093391621626401022e-02,2.098212588419064162e-02,1.680853591164841692e-10
1.290000000000000036e+00,1.119059722023316439e-01,5.595298610116581917e+09,8.964656693381462726e-10,-3.212237192930019890e-10,-1.606118596467422321e+01,9.092733448636093618e-02,2.097863771597070770e-02,1.680574158083969691e-10
1.294999999999999929e+00,1.118959928928656422e-01,5.594799644643281937e+09,8.963857262558968731e-10,-3.183566619879169837e-10,-1.591783309940365143e+01,9.092089448570229993e-02,2.097509840716334228e-02,1.680290628190386238e-10
1.300000000000000044e+00,1.118861019423845055e-01,5.594305097119225502e+09,8.963064910071523223e-10,-3.155601746540972092e-10,-1.577800873268279247e+01,9.091459270144150451e-02,2.097150924094300095e-02,1.680003104277697324e-10
1.304999999999999938e+00,1.118762971759292429e-01,5.593814858796462059e+09,8.962279461685700064e-10,-3.128325209354106828e-10,-1.564162604675220791e+01,9.090842570703233649e-02,2.096787146889690645e-02,1.679711686609093914e-10
1.310000000000000053e+00,1.118665764722024669e-01,5.593328823610123634e+09,8.961500747466847005e-10,-3.101719968186197218e-10,-1.550859984090493526e+01,9.090239016029655339e-02,2.096418631190591353e-02,1.679416472987914324e-10
1.314999999999999947e+00,1.118569377626013744e-01,5.592846888130068779e+09,8.960728601701607818e-10,-3.075769373067300177e-10,-1.537884686535107903e+01,9.089648280311692086e-02,2.096045495948445359e-02,1.679117558704770328e-10
1.320000000000000062e+00,1.118473790297495052e-01,5.592368951487475395e+09,8.959962862780311684e-10,-3.050457264815302922e-10,-1.525228632407379337e+01,9.089070045663973085e-02,2.095667857310977433e-02,1.678815036804246981e-10
1.324999999999999956e+00,1.118378983059017812e-01,5.591894915295088768e+09,8.959203373069199645e-10,-3.025767935365134882e-10,-1.512883967682137154e+01,9.088504002090462552e-02,2.095285828499715564e-02,1.678508997986787630e-10
1.330000000000000071e+00,1.118284936717237193e-01,5.591424683586186409e+09,8.958449978812630134e-10,-3.001686020879562502e-10,-1.500843010436801706e+01,9.087949847244609913e-02,2.094899519927762022e-02,1.678199530703038773e-10
1.334999999999999964e+00,1.118191632553637987e-01,5.590958162768190384e+09,8.957702530058763007e-10,-2.978196474534020651e-10,-1.489098237267171498e+01,9.087407286219949254e-02,2.094509039316430621e-02,1.677886721247286054e-10
1.340000000000000080e+00,1.118099052314023845e-01,5.590495261570118904e+09,8.956960880575361859e-10,-2.955284632060022076e-10,-1.477642316032142844e+01,9.086873280783312745e-02,2.094117242356925701e-02,1.677572857280390619e-10
1.344999999999999973e+00,1.118007178195151718e-01,5.590035890975758553e+09,8.956224887742731003e-10,-2.932936249802347726e-10,-1.466468124900711700e+01,9.086308066247186788e-02,2.093763715704330397e-02,1.677289651209248511e-10
1.350000000000000089e+00,1.117915992831844396e-01,5.589579964159221649e+09,8.955494412450461619e-10,-2.911137453666253437e-10,-1.455568726833735127e+01,9.085741723693065153e-02,2.093418204625378809e-02,1.677012866320506245e-10
1.354999999999999982e+00,1.117825479286811002e-01,5.589127396434055328e+09,8.954769319015897595e-10,-2.889874667649065007e-10,-1.444937333825509995e+01,9.085185857340770388e-02,2.093068935527339636e-02,1.676733070926578032e-10
1.360000000000000098e+00,1.117735621042222488e-01,5.588678105211112022e+09,8.954049475116636549e-10,-2.869134613844413360e-10,-1.434567306919780094e+01,9.084639693981516606e-02,2.092716516440708274e-02,1.676450752113589585e-10
1.364999999999999991e+00,1.117646401989529636e-01,5.588232009947648048e+09,8.953334751708977067e-10,-2.848904370286114518e-10,-1.424452185140398797e+01,9.084104656393106325e-02,2.092359363502190039e-02,1.676164641067160567e-10
1.370000000000000107e+00,1.117557806417428523e-01,5.587789032087142944e+09,8.952625022931496321e-10,-2.829171376345887052e-10,-1.414585688174702227e+01,9.083580468600252478e-02,2.091997595574032753e-02,1.675874833006448561e-10
1.375000000000000000e+00,1.117469819001342818e-01,5.587349095006713867e+09,8.951920166020802759e-10,-2.809923373902678735e-10,-1.404961686950991862e+01,9.083066861446181806e-02,2.091631328567246373e-02,1.675581420786409279e-10
1.380000000000000115e+00,1.117382424795061030e-01,5.586912123975305557e+09,8.951220061244544816e-10,-2.791148370096510265e-10,-1.395574185048462823e+01,9.082563572429828980e-02,2.091260675520781320e-02,1.675284494961225541e-10
1.385000000000000009e+00,1.117295609222541675e-01,5.586478046112708092e+09,8.950524591835754487e-10,-2.772834659518620904e-10,-1.386417329761025030e+01,9.082070345574710934e-02,2.090885746650705812e-02,1.674984143823702276e-10
1.390000000000000124e+00,1.117209358068167319e-01,5.586046790340836525e+09,8.949833643914784224e-10,-2.754970851153468945e-10,-1.377485425573831890e+01,9.081586931155184728e-02,2.090506649526488459e-02,1.674680453546483564e-10
1.395000000000000018e+00,1.117123657466868314e-01,5.585618287334342003e+09,8.949147106410179870e-10,-2.737545853623417775e-10,-1.368772926810197532e+01,9.081113085668406082e-02,2.090123489000277057e-02,1.674373508125399818e-10
1.400000000000000133e+00,1.117038493895295831e-01,5.585192469476479530e+09,8.948464870987973267e-10,-2.720548842319622351e-10,-1.360274421161739156e+01,9.080648571591734552e-02,2.089736367361223757e-02,1.674063389503096385e-10
1.405000000000000027e+00,1.116953854163999782e-01,5.584769270819998741e+09,8.947786831989019182e-10,-2.703969237275411039e-10,-1.351984618640562985e+01,9.080193157283106276e-02,2.089345384356891544e-02,1.673750177586180225e-10
1.409999999999999920e+00,1.116869725409980613e-01,5.584348627049902916e+09,8.947112886369333874e-10,-2.687796711299919491e-10,-1.343898355649434961e+01,9.079746616808861970e-02,2.088950637290944157e-02,1.673433950323479730e-10
1.415000000000000036e+00,1.116786095088360825e-01,5.583930475441803932e+09,8.946442933633368503e-10,-2.672021211537196732e-10,-1.336010605769115500e+01,9.079308729856210014e-02,2.088552221027398237e-02,1.673114783709450376e-10
1.419999999999999929e+00,1.116702950963591040e-01,5.583514754817955017e+09,8.945776875763565392e-10,-2.656632954436947036e-10,-1.328316477217595093e+01,9.078879281510834898e-02,2.088150228125075503e-02,1.672792751891882693e-10
1.425000000000000044e+00,1.116620281101434464e-01,5.583101405507172585e+09,8.945114617156150203e-10,-2.641622387282293466e-10,-1.320811193638655823e+01,9.078458062171454457e-02,2.087744748842890186e-02,1.672467927176138458e-10
1.429999999999999938e+00,1.116538073862575892e-01,5.582690369312879562e+09,8.944456064569925320e-10,-2.626980165091189395e-10,-1.313490082546195481e+01,9.078044867416959485e-02,2.087335871208799432e-02,1.672140380080385686e-10
1.435000000000000053e+00,1.116456317896046130e-01,5.582281589480230331e+09,8.943801127073604294e-10,-2.612697175303193761e-10,-1.306348587651154958e+01,9.077639497888821685e-02,2.086923681071639614e-02,1.671810179377124381e-10
1.439999999999999947e+00,1.116375002131290983e-01,5.581875010656455040e+09,8.943149715982272996e-10,-2.598764557227347533e-10,-1.299382278614211828e+01,9.077241759149135003e-02,2.086508262163774829e-02,1.671477392143372885e-10
1.445000000000000062e+00,1.116294115770382900e-01,5.581470578851914406e+09,8.942501744794991249e-10,-2.585173678077494047e-10,-1.292586839037539903e+01,9.076851461559755363e-02,2.086089696144073635e-02,1.671142083795097198e-10
1.449999999999999956e+00,1.116213648281583204e-01,5.581068241407916069e+09,8.941857129143233628e-10,-2.571916097532420500e-10,-1.285958048766769934e+01,9.076468420114711111e-02,2.085668062701120928e-02,1.670804318169891300e-10
1.455000000000000071e+00,1.116133589393767944e-01,5.580667946968839645e+09,8.941215786746225841e-10,-2.558983567113288729e-10,-1.279491783556295559e+01,9.076092454470957582e-02,2.085243439466721860e-02,1.670464157457687334e-10
1.459999999999999964e+00,1.116053929090027874e-01,5.580269645450139046e+09,8.940577637359677108e-10,-2.546368052979409405e-10,-1.273184026488161180e+01,9.075723388680277670e-02,2.084815902220001071e-02,1.670121662364257160e-10
1.465000000000000080e+00,1.115974657600672243e-01,5.579873288003360748e+09,8.939942602719736608e-10,-2.534061739119438663e-10,-1.267030869561131112e+01,9.075361051149652414e-02,2.084385524857070016e-02,1.669776892086911854e-10
1.469999999999999973e+00,1.115895765396628242e-01,5.579478826983140945e+09,8.939310606490116992e-10,-2.522057004458195118e-10,-1.261028502231056336e+01,9.075005274551734002e-02,2.083952379414548417e-02,1.669429904333345918e-10
1.475000000000000089e+00,1.115817243183875734e-01,5.579086215919378281e+09,8.938681574217506245e-10,-2.510346396206885764e-10,-1.255173198104603216e+01,9.074655895638275571e-02,2.083516536200481772e-02,1.669080755426513186e-10
1.479999999999999982e+00,1.115739081898508428e-01,5.578695409492542267e+09,8.938055433292011911e-10,-2.498922633871689396e-10,-1.249461316934321076e+01,9.074312755126540120e-02,2.083078063858544160e-02,1.668729500356059617e-10
1.485000000000000098e+00,1.115661272700918943e-01,5.578306363504594803e+09,8.937432112900571178e-10,-2.487778632515398922e-10,-1.243889316255808808e+01,9.073975697924052675e-02,2.082637029085136759e-02,1.668376192551692097e-10
1.489999999999999991e+00,1.115583806969407538e-01,5.577919034847037315e+09,8.936811543975754600e-10,-2.476907500887596137e-10,-1.238453750444750767e+01,9.073644572539389663e-02,2.082193497154685713e-02,1.668020884303991319e-10
1.495000000000000107e+00,1.115506676294484995e-01,5.577533381472424507e+09,8.936193659150126412e-10,-2.466302509220459063e-10,-1.233151254609401803e+01,9.073319231262144680e-02,2.081747531682705266e-02,1.667663626574602274e-10
1.500000000000000000e+00,1.115429872474490852e-01,5.577149362372454643e+09,8.935578392721145181e-10,-2.455957071582948078e-10,-1.227978535791044123e+01,9.072999530119922607e-02,2.081299194624985915e-02,1.667304468995585425e-10
1.505000000000000115e+00,1.115353387510997218e-01,5.576766937554986000e+09,8.934965680614334632e-10,-2.445864766836401032e-10,-1.222932383419538382e+01,9.072685328575645636e-02,2.080848546534326549e-02,1.666943460075079660e-10
1.510000000000000009e+00,1.115277213603119710e-01,5.576386068015598297e+09,8.934355460337725633e-10,-2.436019352703750498e-10,-1.218009676349174697e+01,9.072376489519311249e-02,2.080395646511885854e-02,1.666580647158333552e-10
1.515000000000000124e+00,1.115201343142042667e-01,5.576006715710213661e+09,8.933747670937984609e-10,-2.426414745898130832e-10,-1.213207372945907991e+01,9.072072879529352596e-02,2.079940551891074074e-02,1.666216076174471774e-10
1.520000000000000018e+00,1.115125768706570625e-01,5.575628843532853127e+09,8.933142252964778602e-10,-2.417044998204785324e-10,-1.208522499105310999e+01,9.071774368154748858e-02,2.079483318910957390e-02,1.665849792175953078e-10
1.525000000000000133e+00,1.115050483059145670e-01,5.575252415295728683e+09,8.932539148438880215e-10,-2.407904298353009010e-10,-1.203952149179531261e+01,9.071480828317494971e-02,2.079024002273961724e-02,1.665481838984252140e-10
1.530000000000000027e+00,1.114975479141284420e-01,5.574877395706421852e+09,8.931938300815600030e-10,-2.398986986930281293e-10,-1.199493493464251515e+01,9.071192136071046241e-02,2.078562655341797960e-02,1.665112259346811906e-10
1.535000000000000142e+00,1.114900750068661267e-01,5.574503750343306541e+09,8.931339654945414876e-10,-2.390287556083686829e-10,-1.195143778042984195e+01,9.070908170449988595e-02,2.078099330236624076e-02,1.664741095018084288e-10
1.540000000000000036e+00,1.114826289126565617e-01,5.574131445632827759e+09,8.930743157037557409e-10,-2.381800633813807100e-10,-1.190900316908664536e+01,9.070628813565805026e-02,2.077634077699851145e-02,1.664368386646420709e-10
1.544999999999999929e+00,1.114752089765966292e-01,5.573760448829831123e+09,8.930148754628507765e-10,-2.373520968867887804e-10,-1.186760484431579243e+01,9.070353950398395149e-02,2.077166947261267771e-02,1.663994173909556540e-10
1.550000000000000044e+00,1.114678145599909687e-01,5.573390727999547958e+09,8.929556396553124962e-10,-2.365443433479990433e-10,-1.182721716741798446e+01,9.070083468743422861e-02,2.076697987255674005e-02,1.663618495527935418e-10
1.554999999999999938e+00,1.114604450399414304e-01,5.573022251997071266e+09,8.928966032911766463e-10,-2.357563036034134843e-10,-1.178781518017058261e+01,9.069817259265310072e-02,2.076227244728832966e-02,1.663241389189367834e-10
1.560000000000000053e+00,1.114530998089079544e-01,5.572654990445397377e+09,8.928377615035108192e-10,-2.349874918351676232e-10,-1.174937459175998811e+01,9.069555215272102899e-02,2.075754765618692543e-02,1.662862891694207793e-10
1.564999999999999947e+00,1.114457782743146913e-01,5.572288913715734482e+09,8.927791095452591725e-10,-2.342374337031169316e-10,-1.171187168514006771e+01,9.069297232665154973e-02,2.075280594766314157e-02,1.662483038964105670e-10
1.570000000000000062e+00,1.114384798582275932e-01,5.571923992911379814e+09,8.927206427866593509e-10,-2.335056653622786144e-10,-1.167528326813771855e+01,9.069043209925743698e-02,2.074804775897015618e-02,1.662101866026902352e-10
1.574999999999999956e+00,1.114312039970217216e-01,5.571560199851085663e+09,8.926623567125779306e-10,-2.327917345586804845e-10,-1.163958672793523874e+01,9.068793048097274767e-02,2.074327351604897396e-02,1.661719407004234442e-10
1.580000000000000071e+00,1.114239501409905048e-01,5.571197507049525261e+09,8.926042469193799544e-10,-2.320952012817880912e-10,-1.160476006408862304e+01,9.068546650616483851e-02,2.073848363482566626e-02,1.661335695215453487e-10
1.584999999999999964e+00,1.114167177539723275e-01,5.570835887698616028e+09,8.925463091119370192e-10,-2.314156366294805705e-10,-1.157078183146950323e+01,9.068303923375108100e-02,2.073367852022124647e-02,1.660950763098308653e-10
1.590000000000000080e+00,1.114095063130305652e-01,5.570475315651528358e+09,8.924885391010652911e-10,-2.307526215555006743e-10,-1.153763107777922414e+01,9.068064774491159385e-02,2.072885856811897132e-02,1.660564642366545579e-10
1.594999999999999973e+00,1.114023153081583756e-01,5.570115765407918930e+09,8.924309328011592515e-10,-2.301057468355734528e-10,-1.150528734180261381e+01,9.067829114419680148e-02,2.072402416396157410e-02,1.660177363897530781e-10
1.600000000000000089e+00,1.113951442419609528e-01,5.569757212098047256e+09,8.923734862276472901e-10,-2.294746136863755803e-10,-1.147373068431625143e+01,9.067596855794651800e-02,2.071917568401443477e-02,1.659788957833444541e-10
1.604999999999999982e+00,1.113879926293215583e-01,5.569399631466077805e+09,8.923161954943160852e-10,-2.288588337581238174e-10,-1.144294168788474053e+01,9.067367913421232883e-02,2.071431349510922948e-02,1.659399453560743815e-10
1.610000000000000098e+00,1.113808599970842472e-01,5.569042999854212761e+09,8.922590568107684714e-10,-2.282580284393727192e-10,-1.141290142195066437e+01,9.067142204215342116e-02,2.070943795493082606e-02,1.659008879733145452e-10
1.614999999999999991e+00,1.113737458837633504e-01,5.568687294188167572e+09,8.922020664800965800e-10,-2.276718279032555366e-10,-1.138359139516251162e+01,9.066919647151400197e-02,2.070454941224934842e-02,1.658617264290216813e-10
1.620000000000000107e+00,1.113666498392856669e-01,5.568332491964282990e+09,8.921452208968166798e-10,-2.270998709418892755e-10,-1.135499354710918851e+01,9.066700163183251393e-02,2.069964820745315293e-02,1.658224634500071225e-10
1.625000000000000000e+00,1.113595714247104101e-01,5.567978571235520363e+09,8.920885165446254493e-10,-2.265418057071050088e-10,-1.132709028534009121e+01,9.066483675131548070e-02,2.069473467339492945e-02,1.657831017027148961e-10
