t_ps,E_per_molecule_eV,E_total_eV,E_total_J,P_inst_per_mol_W,P_inst_total_W,E_passive_per_molecule_eV,Ergotropy_per_molecule_eV,Ergotropy_total_J
2.010000000000000231e+00,1.108450365149212802e-01,5.542251825746064186e+09,8.879666374954182970e-10,-2.073103082145994239e-10,-1.036551541074004490e+01,9.054515253214512338e-02,2.029988398277615680e-02,1.626199989505740803e-10
2.015000000000000124e+00,1.108385682477705803e-01,5.541928412388528824e+09,8.879148209629616417e-10,-2.072229273193434404e-10,-1.036114636596175842e+01,9.054395198761244767e-02,2.029461626015813258e-02,1.625777998401091337e-10
2.020000000000000018e+00,1.108321026771083018e-01,5.541605133855415344e+09,8.878630260317588238e-10,-2.071374740807047527e-10,-1.035687370401865337e+01,9.054275591794357092e-02,2.028934675916473085e-02,1.625355864832867738e-10
2.024999999999999911e+00,1.108256397435292001e-01,5.541281987176460266e+09,8.878112522259211529e-10,-2.070539009049608459e-10,-1.035269504523603246e+01,9.054156419195263927e-02,2.028407555157656084e-02,1.624933594551331322e-10
2.030000000000000249e+00,1.108191793890943161e-01,5.540958969454715729e+09,8.877594990813064203e-10,-2.069721614035053306e-10,-1.034860807016957551e+01,9.054037670371911650e-02,2.027880268537519959e-02,1.624511191400229870e-10
2.035000000000000142e+00,1.108127215572936031e-01,5.540636077864680290e+09,8.877077661452194598e-10,-2.068922103282616810e-10,-1.034461051643302198e+01,9.053919332971825662e-02,2.027352822757534645e-02,1.624088660748032766e-10
2.040000000000000036e+00,1.108062661930123011e-01,5.540313309650614738e+09,8.876560529761420727e-10,-2.068140034931209288e-10,-1.034070017466729041e+01,9.053801396085014996e-02,2.026825223216215111e-02,1.623666006919426886e-10
2.044999999999999929e+00,1.107998132424983240e-01,5.539990662124916077e+09,8.876043591434728803e-10,-2.067374978109993549e-10,-1.033687489053409081e+01,9.053683848228978592e-02,2.026297476020853805e-02,1.623243234806893454e-10
2.049999999999999822e+00,1.107933626533261079e-01,5.539668132666305542e+09,8.875526842272366723e-10,-2.066626513073910163e-10,-1.033313256535620894e+01,9.053566678481349272e-02,2.025769586851261517e-02,1.622820348960462473e-10
2.055000000000000160e+00,1.107869143743634571e-01,5.539345718718173027e+09,8.875010278178192964e-10,-2.065894230396878581e-10,-1.032947115198476240e+01,9.053449876091364257e-02,2.025241561344981456e-02,1.622397353896303306e-10
2.060000000000000053e+00,1.107804683557402220e-01,5.539023417787011147e+09,8.874493895157168152e-10,-2.065177730488988354e-10,-1.032588865244179033e+01,9.053333431757204508e-02,2.024713403816817692e-02,1.621974253070955840e-10
2.064999999999999947e+00,1.107740245488182396e-01,5.538701227440912247e+09,8.873977689312948999e-10,-2.064476623496972759e-10,-1.032238311749824788e+01,9.053217334653893000e-02,2.024185120227930956e-02,1.621551051259835853e-10
2.069999999999999840e+00,1.107675829061606221e-01,5.538379145308031082e+09,8.873461656845417109e-10,-2.063790529374089024e-10,-1.031895264687773306e+01,9.053101575571641246e-02,2.023656715044420962e-02,1.621127752040683544e-10
2.075000000000000178e+00,1.107611433815013646e-01,5.538057169075068474e+09,8.872945794048261533e-10,-2.063119077562480965e-10,-1.031559538778674323e+01,9.052986144521832368e-02,2.023128193628304095e-02,1.620704359708948055e-10
2.080000000000000071e+00,1.107547059297163405e-01,5.537735296485816956e+09,8.872430097306637854e-10,-2.062461906711540537e-10,-1.031230953354679514e+01,9.052871032422094011e-02,2.022599560549540043e-02,1.620280877925570511e-10
2.084999999999999964e+00,1.107482705067949075e-01,5.537413525339745522e+09,8.871914563094906879e-10,-2.061818664271332016e-10,-1.030909332135342993e+01,9.052756230112354863e-02,2.022070820567135885e-02,1.619857310502935624e-10
2.089999999999999858e+00,1.107418370698134147e-01,5.537091853490671158e+09,8.871399187974503619e-10,-2.061189006151661240e-10,-1.030594503074826207e+01,9.052641728753850481e-02,2.021541978227490988e-02,1.619433661083111099e-10
2.095000000000000195e+00,1.107354055769088352e-01,5.536770278845441818e+09,8.870883968591831074e-10,-2.060572596904187688e-10,-1.030286298452119809e+01,9.052527519688979840e-02,2.021013038001903683e-02,1.619009933248001990e-10
2.100000000000000089e+00,1.107289759872512602e-01,5.536448799362563133e+09,8.870368901676051666e-10,-2.059969109641956357e-10,-1.029984554821567144e+01,9.052413594899844096e-02,2.020484003825281927e-02,1.618586130149816542e-10
2.104999999999999982e+00,1.107225482610178779e-01,5.536127413050893784e+09,8.869853984037007912e-10,-2.059378225531177989e-10,-1.029689112765481696e+01,9.052299945888030164e-02,2.019954880213757631e-02,1.618162255406375470e-10
2.109999999999999876e+00,1.107161223593688681e-01,5.535806117968443871e+09,8.869339212563287855e-10,-2.058799633179247767e-10,-1.029399816587101668e+01,9.052186564516426226e-02,2.019425671420460588e-02,1.617738312424811680e-10
2.115000000000000213e+00,1.107096982444249061e-01,5.535484912221245766e+09,8.868824584220420778e-10,-2.058233029003204647e-10,-1.029116514502675273e+01,9.052073443128794139e-02,2.018896381313696475e-02,1.617314304303979233e-10
2.120000000000000107e+00,1.107032758792410171e-01,5.535163793962050438e+09,8.868310096048786501e-10,-2.057678117202202790e-10,-1.028839058603625745e+01,9.051960574165572593e-02,2.018367013758529116e-02,1.616890234140135878e-10
2.125000000000000000e+00,1.106968552277840800e-01,5.534842761389204025e+09,8.867795745161819370e-10,-2.057134609183646737e-10,-1.028567304590251297e+01,9.051847950059747905e-02,2.017837572718660100e-02,1.616466105108556311e-10
2.129999999999999893e+00,1.106904362549103876e-01,5.534521812745519638e+09,8.867281528744194661e-10,-2.056602223406490314e-10,-1.028301111701875925e+01,9.051735563861408596e-02,2.017308061629630167e-02,1.616041919961412600e-10
2.135000000000000231e+00,1.106840189263441493e-01,5.534200946317207336e+09,8.866767444050117349e-10,-2.056080685205477298e-10,-1.028040342603344470e+01,9.051623408306729013e-02,2.016778484327685916e-02,1.615617681771876660e-10
2.140000000000000124e+00,1.106776032086558559e-01,5.533880160432792664e+09,8.866253488401591236e-10,-2.055569726744554601e-10,-1.027784863371925894e+01,9.051511476493552533e-02,2.016248844372033056e-02,1.615193393391186813e-10
2.145000000000000018e+00,1.106711890692414907e-01,5.533559453462074280e+09,8.865739659186744940e-10,-2.055069086841112939e-10,-1.027534543420188129e+01,9.051399761737051464e-02,2.015719145187097605e-02,1.614769057562610528e-10
2.149999999999999911e+00,1.106647764763016850e-01,5.533238823815084457e+09,8.865225953858170299e-10,-2.054578510898224191e-10,-1.027289255447976757e+01,9.051288257530226700e-02,2.015189390099941802e-02,1.614344676951418608e-10
2.155000000000000249e+00,1.106583653988215399e-01,5.532918269941077232e+09,8.864712369931297995e-10,-2.054097750479007343e-10,-1.027048875240143389e+01,9.051176957539373846e-02,2.014659582342780142e-02,1.613920254146900660e-10
2.160000000000000142e+00,1.106519558065522379e-01,5.532597790327611923e+09,8.864198904982930340e-10,-2.053626563105458169e-10,-1.026813281551585533e+01,9.051065855601450605e-02,2.014129725053773190e-02,1.613495791662999703e-10
2.165000000000000036e+00,1.106455476699923640e-01,5.532277383499618530e+09,8.863685556649745117e-10,-2.053164712391856913e-10,-1.026582356197468471e+01,9.050954945115759209e-02,2.013599821883477192e-02,1.613071292424134471e-10
2.169999999999999929e+00,1.106391409603684761e-01,5.531957048018424034e+09,8.863172322626734271e-10,-2.052711967970652910e-10,-1.026355983987741638e+01,9.050844220795838113e-02,2.013069875241009499e-02,1.612646758360220212e-10
2.175000000000000266e+00,1.106327356496169950e-01,5.531636782480850220e+09,8.862659200665758417e-10,-2.052268105168474484e-10,-1.026134052583074663e+01,9.050733676615764500e-02,2.012539888345935002e-02,1.612222192050413055e-10
2.180000000000000160e+00,1.106263317103668431e-01,5.531316585518342018e+09,8.862146188574149935e-10,-2.051832904576259724e-10,-1.025916452288220171e+01,9.050623307017886809e-02,2.012009864018797500e-02,1.611797595754217074e-10
2.185000000000000053e+00,1.106199291159238041e-01,5.530996455796190262e+09,8.861633284213469096e-10,-2.051406152258897144e-10,-1.025703076129138935e+01,9.050513106698099275e-02,2.011479804894281131e-02,1.611372971582247966e-10
2.189999999999999947e+00,1.106135278402521349e-01,5.530676392012606621e+09,8.861120485498022380e-10,-2.050987639753108093e-10,-1.025493819874827750e+01,9.050403070057290444e-02,2.010949713967923047e-02,1.610948321934194945e-10
2.194999999999999840e+00,1.106071278579586759e-01,5.530356392897933960e+09,8.860607790393592749e-10,-2.050577163673576443e-10,-1.025288581836502999e+01,9.050293190927094500e-02,2.010419594868773085e-02,1.610523649717247087e-10
2.200000000000000178e+00,1.106007291442771545e-01,5.530036457213857651e+09,8.860095196916183367e-10,-2.050174525657891440e-10,-1.025087262829765677e+01,9.050183465896091684e-02,2.009889448531623768e-02,1.610098955680256431e-10
2.205000000000000071e+00,1.105943316750525457e-01,5.529716583752627373e+09,8.859582703130763390e-10,-2.049779532165377384e-10,-1.024889766081469133e+01,9.050073889114086667e-02,2.009359278391167902e-02,1.609674242574714947e-10
2.209999999999999964e+00,1.105879354267264997e-01,5.529396771336324692e+09,8.859070307150099570e-10,-2.049391994426271650e-10,-1.024695997210801579e+01,9.049964456242025335e-02,2.008829086430624633e-02,1.609249511989356644e-10
2.214999999999999858e+00,1.105815403763222432e-01,5.529077018816112518e+09,8.858558007133553745e-10,-2.049011728376079635e-10,-1.024505864187085535e+01,9.049855161973623108e-02,2.008298875658601212e-02,1.608824766334341033e-10
2.220000000000000195e+00,1.105751465014301604e-01,5.528757325071508408e+09,8.858045801285912374e-10,-2.048638554617458274e-10,-1.024319277310860343e+01,9.049746002005699952e-02,2.007768648137316092e-02,1.608400007261687643e-10
2.225000000000000089e+00,1.105687537801932907e-01,5.528437689009664536e+09,8.857533687856242964e-10,-2.048272298119519348e-10,-1.024136149062542245e+01,9.049636970783035694e-02,2.007238407236293376e-02,1.607975237470682750e-10
2.229999999999999982e+00,1.105623621912944499e-01,5.528118109564722061e+09,8.857021665136848718e-10,-2.047912787963719595e-10,-1.023956393980188295e+01,9.049528065726950010e-02,2.006708153402494976e-02,1.607550457319382339e-10
2.234999999999999876e+00,1.105559717139435322e-01,5.527798585697176933e+09,8.856509731462262477e-10,-2.047559857581029936e-10,-1.023779928787553217e+01,9.049419281445036933e-02,2.006177889949316284e-02,1.607125669462108960e-10
2.240000000000000213e+00,1.105495823278628692e-01,5.527479116393143654e+09,8.855997885208060751e-10,-2.047213344692643173e-10,-1.023606672347523272e+01,9.049310614426736565e-02,2.005647618359550355e-02,1.606700875086710256e-10
2.245000000000000107e+00,1.105431940132752811e-01,5.527159700663764000e+09,8.855486124789916594e-10,-2.046873090858928939e-10,-1.023436545429285616e+01,9.049202059746998261e-02,2.005117341580529844e-02,1.606276076554260841e-10
2.250000000000000000e+00,1.105368067508920304e-01,5.526840337544601440e+09,8.854974448662632841e-10,-2.046538941517550184e-10,-1.023269470757804811e+01,9.049093614028767829e-02,2.004587061060435216e-02,1.605851275024880233e-10
2.254999999999999893e+00,1.105304205219005548e-01,5.526521026095027924e+09,8.854462855319157761e-10,-2.046210745972875262e-10,-1.023105372984718997e+01,9.048985273337789570e-02,2.004056778852265908e-02,1.605426472143202787e-10
2.260000000000000231e+00,1.105240353079527810e-01,5.526201765397639275e+09,8.853951343289647239e-10,-2.045888357268922989e-10,-1.022944178635952994e+01,9.048877033750656051e-02,2.003526497044622046e-02,1.605001669582381463e-10
2.265000000000000124e+00,1.105176510911533155e-01,5.525882554557665825e+09,8.853439911140521794e-10,-2.045571632087718689e-10,-1.022785816044779494e+01,9.048768891402603209e-02,2.002996217712728344e-02,1.604576869004854905e-10
2.270000000000000018e+00,1.105112678540486476e-01,5.525563392702432632e+09,8.852928557473603206e-10,-2.045260430626474418e-10,-1.022630215312528890e+01,9.048660843427831779e-02,2.002465941977032982e-02,1.604152071308200930e-10
2.274999999999999911e+00,1.105048855796159080e-01,5.525244278980795860e+09,8.852417280925207722e-10,-2.044954616538296658e-10,-1.022477308269299101e+01,9.048552885693161851e-02,2.001935672268428945e-02,1.603727278439779254e-10
2.280000000000000249e+00,1.104985042512526550e-01,5.524925212562632561e+09,8.851906080165332313e-10,-2.044654056783955546e-10,-1.022327028392464854e+01,9.048445015150266557e-02,2.001405409974998939e-02,1.603302491511566704e-10
2.285000000000000142e+00,1.104921238527663552e-01,5.524606192638318062e+09,8.851394953896815090e-10,-2.044358621663648618e-10,-1.022179310832871124e+01,9.048337228127148468e-02,2.000875157149487049e-02,1.602877712167992910e-10
2.290000000000000036e+00,1.104857443683640583e-01,5.524287218418203354e+09,8.850883900854498817e-10,-2.044068184759826077e-10,-1.022034092381363735e+01,9.048229521577556833e-02,2.000344915258848999e-02,1.602452941584218894e-10
2.294999999999999929e+00,1.104793657826423914e-01,5.523968289132119179e+09,8.850372919804436815e-10,-2.043782622661905092e-10,-1.021891311330546159e+01,9.048121892161770097e-02,1.999814686102469041e-02,1.602028181201710010e-10
2.300000000000000266e+00,1.104729880805784964e-01,5.523649404028924942e+09,8.849862009543168146e-10,-2.043501815019209351e-10,-1.021750907506793737e+01,9.048014337180079747e-02,1.999284470877769893e-02,1.601603431979708068e-10
2.305000000000000160e+00,1.104666112475202744e-01,5.523330562376013756e+09,8.849351168896928691e-10,-2.043225644437207531e-10,-1.021612822217866778e+01,9.047906853358454737e-02,1.998754271393572701e-02,1.601178695367238335e-10
2.310000000000000053e+00,1.104602352691775730e-01,5.523011763458878517e+09,8.848840396720949079e-10,-2.042953996498689115e-10,-1.021476998250000179e+01,9.047799437717518600e-02,1.998224089200238696e-02,1.600753972606277089e-10
2.314999999999999947e+00,1.104538601316124302e-01,5.522693006580621719e+09,8.848329691898680240e-10,-2.042686759611298469e-10,-1.021343379806785379e+01,9.047692087399356042e-02,1.997693925761886979e-02,1.600329264869712930e-10
2.319999999999999840e+00,1.104474858212311505e-01,5.522374291061557770e+09,8.847819053341141999e-10,-2.042423824878362309e-10,-1.021211912439321168e+01,9.047584799686504697e-02,1.997163782436610358e-02,1.599904573245498260e-10
2.325000000000000178e+00,1.104411123247755339e-01,5.522055616238777161e+09,8.847308479986239619e-10,-2.042165086052302899e-10,-1.021082543024385814e+01,9.047477571877393654e-02,1.996633660600159732e-02,1.599479898835731047e-10
2.330000000000000071e+00,1.104347396293150069e-01,5.521736981465750694e+09,8.846797970798116534e-10,-2.041910439570636941e-10,-1.020955219786264934e+01,9.047370401407085760e-02,1.996103561524414927e-02,1.599055242659299539e-10
2.334999999999999964e+00,1.104283677222376997e-01,5.521418386111885071e+09,8.846287524766452274e-10,-2.041659784473389869e-10,-1.020829892237088643e+01,9.047263285296527902e-02,1.995573486927242068e-02,1.598630606092365769e-10
2.339999999999999858e+00,1.104219965912432710e-01,5.521099829562163353e+09,8.845777140905880344e-10,-2.041413022223101349e-10,-1.020706511114258319e+01,9.047156221399377252e-02,1.995043437724949853e-02,1.598205989868974207e-10
2.345000000000000195e+00,1.104156262243347619e-01,5.520781311216737747e+09,8.845266818255338879e-10,-2.041170056747176919e-10,-1.020585028373170644e+01,9.047049207150713312e-02,1.994513415282762880e-02,1.597781395082790489e-10
2.350000000000000089e+00,1.104092566098115596e-01,5.520462830490577698e+09,8.844756555877506102e-10,-2.040930794300245142e-10,-1.020465397149382625e+01,9.046942240112282319e-02,1.993983420868873646e-02,1.597356822749748537e-10
2.354999999999999982e+00,1.104028877362617650e-01,5.520144386813088417e+09,8.844246352858187168e-10,-2.040695143502274086e-10,-1.020347571751335636e+01,9.046835318236096102e-02,1.993453455390080398e-02,1.596932273596273970e-10
2.359999999999999876e+00,1.103965195925551979e-01,5.519825979627759933e+09,8.843736208305756859e-10,-2.040463015213633965e-10,-1.020231507607968524e+01,9.046728439036161307e-02,1.992923520219358480e-02,1.596507748722241191e-10
2.365000000000000213e+00,1.103901521678361947e-01,5.519507608391809464e+09,8.843226121350578482e-10,-2.040234322535097137e-10,-1.020117161268717609e+01,9.046621599217999354e-02,1.992393617565620112e-02,1.596083249897184175e-10
2.370000000000000107e+00,1.103837854515170858e-01,5.519189272575854301e+09,8.842716091144489989e-10,-2.040008980587609540e-10,-1.020004490294377320e+01,9.046514798333939178e-02,1.991863746817769398e-02,1.595658776631560892e-10
2.375000000000000000e+00,1.103774194332718811e-01,5.518870971663594246e+09,8.842206116860285951e-10,-2.039786906673226951e-10,-1.019893453334225342e+01,9.046408033446486086e-02,1.991333909880702024e-02,1.595234330451361117e-10
2.379999999999999893e+00,1.103710541030291092e-01,5.518552705151455879e+09,8.841696197691153011e-10,-2.039568020209469934e-10,-1.019784010102739558e+01,9.046301302654084775e-02,1.990804107648826149e-02,1.594809912073084817e-10
2.385000000000000231e+00,1.103646894509657805e-01,5.518234472548289299e+09,8.841186332850182879e-10,-2.039352242515448017e-10,-1.019676121257361956e+01,9.046194604243688875e-02,1.990274340852889179e-02,1.594385522082125127e-10
2.390000000000000124e+00,1.103583254675014336e-01,5.517916273375071526e+09,8.840676521569895668e-10,-2.039139496820330027e-10,-1.019569748410140164e+01,9.046087935834759564e-02,1.989744610915383793e-02,1.593961161618024672e-10
2.395000000000000018e+00,1.103519621432923065e-01,5.517598107164615631e+09,8.840166763101774608e-10,-2.038929708292990239e-10,-1.019464854148100130e+01,9.045981294164023856e-02,1.989214920165206790e-02,1.593536832546434780e-10
2.399999999999999911e+00,1.103455994692249115e-01,5.517279973461245537e+09,8.839657056715746989e-10,-2.038722803999656728e-10,-1.019361402001231909e+01,9.045874679826813869e-02,1.988685267095677278e-02,1.593112533660371500e-10
2.405000000000000249e+00,1.103392374364108031e-01,5.516961871820540428e+09,8.839147401699772637e-10,-2.038518712700623466e-10,-1.019259356350812595e+01,9.045768089697968362e-02,1.988155653943111945e-02,1.592688266751321923e-10
2.410000000000000142e+00,1.103328760361811239e-01,5.516643801809056282e+09,8.838637797359396206e-10,-2.038317365030244821e-10,-1.019158682516717818e+01,9.045661522315683045e-02,1.987626081302429348e-02,1.592264032295868227e-10
2.415000000000000036e+00,1.103265152600803184e-01,5.516325763004015923e+09,8.838128243017255000e-10,-2.038118693274589406e-10,-1.019059346635185648e+01,9.045554976140603165e-02,1.987096549867428674e-02,1.591839830849804957e-10
2.419999999999999929e+00,1.103201550998622466e-01,5.516007754993112564e+09,8.837618738012761550e-10,-2.037922631320618106e-10,-1.018961315661726985e+01,9.045448448784067230e-02,1.986567061202157425e-02,1.591415663666072150e-10
2.425000000000000266e+00,1.103137955474838700e-01,5.515689777374193192e+09,8.837109281701593856e-10,-2.037729114834060994e-10,-1.018864557416236494e+01,9.045341938863638021e-02,1.986037615884748975e-02,1.590991531207805905e-10
2.430000000000000160e+00,1.103074365951007274e-01,5.515371829755036354e+09,8.836599873455344875e-10,-2.037538080965073384e-10,-1.018769040482584387e+01,9.045235445150322240e-02,1.985508214359750501e-02,1.590567433831127639e-10
2.435000000000000053e+00,1.103010782350619529e-01,5.515053911753097534e+09,8.836090512661109962e-10,-2.037349468483761101e-10,-1.018674734243541025e+01,9.045128965419634015e-02,1.984978858086561271e-02,1.590143372705144960e-10
2.439999999999999947e+00,1.102947204599053349e-01,5.514736022995266914e+09,8.835581198721103267e-10,-2.037163217621361806e-10,-1.018581608809472527e+01,9.045022499017368878e-02,1.984449546973164613e-02,1.589719347756144703e-10
2.444999999999999840e+00,1.102883632623530008e-01,5.514418163117650032e+09,8.835071931052298942e-10,-2.036979270055421914e-10,-1.018489635027071927e+01,9.044916043740469647e-02,1.983920282494830434e-02,1.589295360165948242e-10
2.450000000000000178e+00,1.102820066353067813e-01,5.514100331765338898e+09,8.834562709086073389e-10,-2.036797568986029565e-10,-1.018398784493911080e+01,9.044809598693664965e-02,1.983391064837013162e-02,1.588871410083120835e-10
2.455000000000000071e+00,1.102756505718433255e-01,5.513782528592165947e+09,8.834053532267805109e-10,-2.036618058996054185e-10,-1.018309029500233009e+01,9.044703161945068237e-02,1.982861895239264316e-02,1.588447498500652483e-10
2.459999999999999964e+00,1.102692950652103127e-01,5.513464753260515213e+09,8.833544400056571747e-10,-2.036440686013030004e-10,-1.018220343005668838e+01,9.044596732254563121e-02,1.982332774266468145e-02,1.588023625871065780e-10
2.464999999999999858e+00,1.102629401088219968e-01,5.513147005441100121e+09,8.833035311924800612e-10,-2.036265397268921989e-10,-1.018132698634872213e+01,9.044490308244504395e-02,1.981803702637695286e-02,1.587599792770399742e-10
2.470000000000000195e+00,1.102565856962552382e-01,5.512829284812762260e+09,8.832526267357937799e-10,-2.036092141327654420e-10,-1.018046070662967395e+01,9.044383889031284984e-02,1.981274680594238835e-02,1.587175999391951226e-10
2.475000000000000089e+00,1.102502318212454646e-01,5.512511591062273026e+09,8.832017265854136967e-10,-2.035920868057582313e-10,-1.017960434027190786e+01,9.044277472821377062e-02,1.980745709303169400e-02,1.586752246670647065e-10
2.479999999999999982e+00,1.102438784776823555e-01,5.512193923884118080e+09,8.831508306923907784e-10,-2.035751528570081535e-10,-1.017875764284690376e+01,9.044171058659869478e-02,1.980216789108366071e-02,1.586328534881964769e-10
2.484999999999999876e+00,1.102375256596065528e-01,5.511876282980327606e+09,8.830999390089852265e-10,-2.035584075113669683e-10,-1.017792037557228468e+01,9.044064645159360927e-02,1.979687920801294354e-02,1.585904864659938020e-10
2.490000000000000213e+00,1.102311733612057060e-01,5.511558668060285568e+09,8.830490514886351478e-10,-2.035418461124828066e-10,-1.017709230561740696e+01,9.043958231142863735e-02,1.979159104977706862e-02,1.585481236481817460e-10
2.495000000000000107e+00,1.102248215768111134e-01,5.511241078840556145e+09,8.829981680859290504e-10,-2.035254641234354446e-10,-1.017627320617611986e+01,9.043851815449981124e-02,1.978630342231130212e-02,1.585057650823069866e-10
2.500000000000000000e+00,1.102184703008936284e-01,5.510923515044681549e+09,8.829472887565735839e-10,-2.035092571208070735e-10,-1.017546285605931189e+01,9.043745397192254343e-02,1.978101632897108497e-02,1.584634107952496367e-10
2.504999999999999893e+00,1.102121195280605231e-01,5.510605976403026581e+09,8.828964134573684136e-10,-2.034932207881177941e-10,-1.017466103940387256e+01,9.043638975108779510e-02,1.977572977697272805e-02,1.584210608448186610e-10
2.510000000000000231e+00,1.102057692530522270e-01,5.510288462652611732e+09,8.828455421461795441e-10,-2.034773509090493531e-10,-1.017386754546896555e+01,9.043532547721391812e-02,1.977044377583830892e-02,1.583787153072943549e-10
2.515000000000000124e+00,1.101994194707390656e-01,5.509970973536952972e+09,8.827946747819137798e-10,-2.034616433769742642e-10,-1.017308216885430738e+01,9.043426114573298313e-02,1.976515832500608250e-02,1.583363741781765975e-10
2.520000000000000018e+00,1.101930701761178050e-01,5.509653508805890083e+09,8.827438113244910148e-10,-2.034460941894500932e-10,-1.017230470945651177e+01,9.043319674407389319e-02,1.975987343204391178e-02,1.582940375180906965e-10
2.524999999999999911e+00,1.101867213643086263e-01,5.509336068215431213e+09,8.826929517348193136e-10,-2.034306994418667115e-10,-1.017153497211984359e+01,9.043213226416772776e-02,1.975458910014089853e-02,1.582517053525841511e-10
2.530000000000000249e+00,1.101803730305518786e-01,5.509018651527593613e+09,8.826420959747697861e-10,-2.034154553227876148e-10,-1.017077276614145376e+01,9.043106769635408937e-02,1.974930533419778922e-02,1.582093777209162715e-10
2.535000000000000142e+00,1.101740251702058027e-01,5.508701258510290146e+09,8.825912440071579753e-10,-2.034003581122558569e-10,-1.017001790560607333e+01,9.043000302058988582e-02,1.974402214961591684e-02,1.581670547464653629e-10
2.540000000000000036e+00,1.101676777787427980e-01,5.508383888937139511e+09,8.825403957957135622e-10,-2.033854041902643796e-10,-1.016927020950242877e+01,9.042893824204902009e-02,1.973873953669377790e-02,1.581247363515137741e-10
2.544999999999999929e+00,1.101613308517471607e-01,5.508066542587358475e+09,8.824895513050630987e-10,-2.033705900200271114e-10,-1.016852950101019815e+01,9.042787334695358281e-02,1.973345750479357785e-02,1.580824226110610409e-10
2.550000000000000266e+00,1.101549843849119054e-01,5.507749219245594978e+09,8.824387105007034337e-10,-2.033559121579316055e-10,-1.016779560790746473e+01,9.042680832434088489e-02,1.972817606057102047e-02,1.580401135784252608e-10
2.555000000000000160e+00,1.101486383740363645e-01,5.507431918701818466e+09,8.823878733489840328e-10,-2.033413672378689294e-10,-1.016706836187222507e+01,9.042574317140636420e-02,1.972289520263000029e-02,1.579978092424224093e-10
2.560000000000000053e+00,1.101422928150236069e-01,5.507114640751180649e+09,8.823370398170845406e-10,-2.033269519824568519e-10,-1.016634759913722519e+01,9.042467787542328439e-02,1.971761493960032252e-02,1.579555096721847779e-10
2.564999999999999947e+00,1.101359477038775514e-01,5.506797385193877220e+09,8.822862098729927572e-10,-2.033126631913931401e-10,-1.016563315957318991e+01,9.042361241418307716e-02,1.971233528969447424e-02,1.579132150136105350e-10
2.569999999999999840e+00,1.101296030367010237e-01,5.506480151835051537e+09,8.822353834854891286e-10,-2.032984977450554492e-10,-1.016492488725634757e+01,9.042254680476444206e-02,1.970705623193658163e-02,1.578709250986643756e-10
2.575000000000000178e+00,1.101232588096925508e-01,5.506162940484627724e+09,8.821845606241202766e-10,-2.032844526034425315e-10,-1.016422263019194361e+01,9.042148102856603642e-02,1.970177778112651434e-02,1.578286400459063295e-10
2.580000000000000071e+00,1.101169150191447926e-01,5.505845750957240105e+09,8.821337412591873155e-10,-2.032705247957980829e-10,-1.016352623981947545e+01,9.042041507512539600e-02,1.969649994401939663e-02,1.577863599094509142e-10
2.584999999999999964e+00,1.101105716614416974e-01,5.505528583072084427e+09,8.820829253617220699e-10,-2.032567114343750278e-10,-1.016283557171118446e+01,9.041934894544909063e-02,1.969122271599260676e-02,1.577440846522668565e-10
2.589999999999999858e+00,1.101042287330561975e-01,5.505211436652810097e+09,8.820321129034703248e-10,-2.032430096911421136e-10,-1.016215048453886993e+01,9.041828262297883778e-02,1.968594611007735973e-02,1.577018143787456679e-10
2.595000000000000195e+00,1.100978862305486139e-01,5.504894311527430534e+09,8.819813038568765228e-10,-2.032294168143010529e-10,-1.016147084072872531e+01,9.041721609753448907e-02,1.968067013301412482e-02,1.576595491428845097e-10
2.600000000000000089e+00,1.100915441505637832e-01,5.504577207528188705e+09,8.819304981950631875e-10,-2.032159301198161941e-10,-1.016079650598112494e+01,9.041614937685402142e-02,1.967539477370976175e-02,1.576172888558174818e-10
2.604999999999999982e+00,1.100852024898294479e-01,5.504260124491472244e+09,8.818796958918167586e-10,-2.032025469871793567e-10,-1.016012734937248752e+01,9.041508244204432554e-02,1.967012004778512235e-02,1.575750336426814236e-10
2.609999999999999876e+00,1.100788612451540083e-01,5.503943062257699966e+09,8.818288969215693935e-10,-2.031892648680919187e-10,-1.015946324339893181e+01,9.041401529214911081e-02,1.966484595300489746e-02,1.575327834855695292e-10
2.615000000000000213e+00,1.100725204134243851e-01,5.503626020671218872e+09,8.817781012593827342e-10,-2.031760812676183342e-10,-1.015880406337964814e+01,9.041294792300354211e-02,1.965957249042084298e-02,1.574905383929073053e-10
2.620000000000000107e+00,1.100661799916045624e-01,5.503308999580227852e+09,8.817273088809356026e-10,-2.031629937530799785e-10,-1.015814968767517712e+01,9.041188032528096885e-02,1.965429966632359360e-02,1.574482984150882750e-10
2.625000000000000000e+00,1.100598399767333396e-01,5.502991998836667061e+09,8.816765197625062165e-10,-2.031499999606196542e-10,-1.015749999802210368e+01,9.041081249201018966e-02,1.964902748472314997e-02,1.574060635842361007e-10
2.629999999999999893e+00,1.100535003659222494e-01,5.502675018296112061e+09,8.816257338809552324e-10,-2.031370975782609316e-10,-1.015685487890732475e+01,9.040974441643614967e-02,1.964375594948609971e-02,1.573638339313255687e-10
2.635000000000000231e+00,1.100471611563543922e-01,5.502358057817719460e+09,8.815749512137170596e-10,-2.031242843492962811e-10,-1.015621421745163389e+01,9.040867609341218802e-02,1.963848506294220420e-02,1.573216094750200965e-10
