t,S10,S11,T1
1.449999999999999956e+00,2.243814703611735940e-03,6.284874848918145821e-04,8.880258989878421494e-02
1.455000000000000071e+00,2.241484912768894073e-03,6.281033012351008556e-04,8.880086525532826514e-02
1.459999999999999964e+00,2.239210008914955738e-03,6.277278641519043467e-04,8.879907707287945651e-02
1.465000000000000080e+00,2.236988636953797082e-03,6.273609576903631940e-04,8.879722692564150088e-02
1.469999999999999973e+00,2.234819475283201986e-03,6.270023711807817335e-04,8.879531634892737224e-02
1.475000000000000089e+00,2.232701234915188127e-03,6.266518991544783998e-04,8.879334684014963952e-02
1.479999999999999982e+00,2.230632658665378937e-03,6.263093412672757470e-04,8.879131985975094454e-02
1.485000000000000098e+00,2.228612520397021523e-03,6.259745021487042984e-04,8.878923683210193651e-02
1.489999999999999991e+00,2.226639624270660214e-03,6.256471912200826371e-04,8.878709914639321132e-02
1.495000000000000107e+00,2.224712803969782892e-03,6.253272225701565984e-04,8.878490815752654308e-02
1.500000000000000000e+00,2.222830921969443357e-03,6.250144148954092779e-04,8.878266518694569176e-02
1.505000000000000115e+00,2.220992868833241221e-03,6.247085914149549555e-04,8.878037152344900318e-02
1.510000000000000009e+00,2.219197562509637837e-03,6.244095797178996930e-04,8.877802842402100769e-02
1.515000000000000124e+00,2.217443947671533626e-03,6.241172116140903878e-04,8.877563711461265716e-02
1.520000000000000018e+00,2.215730995062579600e-03,6.238313230472293048e-04,8.877319879089461130e-02
1.525000000000000133e+00,2.214057700837626392e-03,6.235517540387964294e-04,8.877071461900727656e-02
1.530000000000000027e+00,2.212423085916998596e-03,6.232783485913657388e-04,8.876818573630852749e-02
1.535000000000000142e+00,2.210826195399174209e-03,6.230109545516351226e-04,8.876561325207005249e-02
1.540000000000000036e+00,2.209266097982815098e-03,6.227494234924742939e-04,8.876299824816007156e-02
1.544999999999999929e+00,2.207741885356824790e-03,6.224936106446870556e-04,8.876034177974255479e-02
1.550000000000000044e+00,2.206252671624958465e-03,6.222433748427160828e-04,8.875764487593007512e-02
1.554999999999999938e+00,2.204797592762485457e-03,6.219985784275208502e-04,8.875490854041701017e-02
1.560000000000000053e+00,2.203375806087755611e-03,6.217590871222407854e-04,8.875213375210998235e-02
1.564999999999999947e+00,2.201986489728325561e-03,6.215247699389814208e-04,8.874932146575442715e-02
1.570000000000000062e+00,2.200628842105023780e-03,6.212954991306811293e-04,8.874647261251916719e-02
1.574999999999999956e+00,2.199302081428375528e-03,6.210711501335707809e-04,8.874358810056967584e-02
1.580000000000000071e+00,2.198005445200853017e-03,6.208516014657580132e-04,8.874066881565570442e-02
1.584999999999999964e+00,2.196738189759123942e-03,6.206367346231101041e-04,8.873771562165805316e-02
1.590000000000000080e+00,2.195499589814677629e-03,6.204264340130086772e-04,8.873472936112036802e-02
1.594999999999999973e+00,2.194288937983243561e-03,6.202205869115336905e-04,8.873171085577961914e-02
1.600000000000000089e+00,2.193105544329982445e-03,6.200190833984992348e-04,8.872866090709054243e-02
1.604999999999999982e+00,2.191948735958258298e-03,6.198218162650821110e-04,8.872558029671674673e-02
1.610000000000000098e+00,2.190817856603180167e-03,6.196286809302541283e-04,8.872246978701192610e-02
1.614999999999999991e+00,2.189712266199374952e-03,6.194395753886536640e-04,8.871933012151374254e-02
1.620000000000000107e+00,2.188631340475596845e-03,6.192544001707248622e-04,8.871616202540229257e-02
1.625000000000000000e+00,2.187574470573881800e-03,6.190730582772151257e-04,8.871296620594561200e-02
1.630000000000000115e+00,2.186541062675774472e-03,6.188954550944925298e-04,8.870974335294677660e-02
1.635000000000000009e+00,2.185530537626267488e-03,6.187214983280515945e-04,8.870649413918303694e-02
1.640000000000000124e+00,2.184542330569581945e-03,6.185510979648475589e-04,8.870321922081768340e-02
1.645000000000000018e+00,2.183575890595648977e-03,6.183841662319095652e-04,8.869991923780515264e-02
1.650000000000000133e+00,2.182630680389726838e-03,6.182206175282032147e-04,8.869659481430487713e-02
1.655000000000000027e+00,2.181706175908607395e-03,6.180603683537425020e-04,8.869324655906594967e-02
1.660000000000000142e+00,2.180801866056270109e-03,6.179033372607531209e-04,8.868987506580142122e-02
1.665000000000000036e+00,2.179917252352481325e-03,6.177494448199221180e-04,8.868648091356390317e-02
1.669999999999999929e+00,2.179051848615449604e-03,6.175986135756033214e-04,8.868306466711357861e-02
1.675000000000000044e+00,2.178205180670047397e-03,6.174507679842288019e-04,8.867962687726414772e-02
1.679999999999999938e+00,2.177376786059025560e-03,6.173058343562214416e-04,8.867616808122286143e-02
1.685000000000000053e+00,2.176566213739438479e-03,6.171637408161794510e-04,8.867268880293840971e-02
1.689999999999999947e+00,2.175773023800187719e-03,6.170244172728364890e-04,8.866918955342312225e-02
1.695000000000000062e+00,2.174996787192913072e-03,6.168877953749302969e-04,8.866567083106705049e-02
1.699999999999999956e+00,2.174237085464812182e-03,6.167538084541579436e-04,8.866213312195446450e-02
1.705000000000000071e+00,2.173493510495201533e-03,6.166223914778610257e-04,8.865857690017139858e-02
1.709999999999999964e+00,2.172765664240844299e-03,6.164934810194603416e-04,8.865500262809673793e-02
1.715000000000000080e+00,2.172053158486841450e-03,6.163670152286511742e-04,8.865141075668762916e-02
1.719999999999999973e+00,2.171355614598040676e-03,6.162429337859744605e-04,8.864780172577113593e-02
1.725000000000000089e+00,2.170672663290178651e-03,6.161211778545171028e-04,8.864417596431539703e-02
1.729999999999999982e+00,2.170003944402800963e-03,6.160016900438089037e-04,8.864053389069211086e-02
1.735000000000000098e+00,2.169349106665932701e-03,6.158844143837026181e-04,8.863687591294376611e-02
1.739999999999999991e+00,2.168707807476960917e-03,6.157692962936853935e-04,8.863320242904068613e-02
1.745000000000000107e+00,2.168079712693296145e-03,6.156562825417050003e-04,8.862951382712543069e-02
1.750000000000000000e+00,2.167464496428622191e-03,6.155453212034999984e-04,8.862581048575277065e-02
1.755000000000000115e+00,2.166861840840588523e-03,6.154363616326785765e-04,8.862209277413481134e-02
1.760000000000000009e+00,2.166271435932115054e-03,6.153293544384622667e-04,8.861836105236761685e-02
1.765000000000000124e+00,2.165692979360960696e-03,6.152242514558817687e-04,8.861461567165200559e-02
1.770000000000000018e+00,2.165126176249869156e-03,6.151210057069781247e-04,8.861085697451866194e-02
1.775000000000000133e+00,2.164570739002693017e-03,6.150195713671716352e-04,8.860708529504272846e-02
1.780000000000000027e+00,2.164026387125404967e-03,6.149199037427968651e-04,8.860330095904928038e-02
1.785000000000000142e+00,2.163492847049863776e-03,6.148219592497477636e-04,8.859950428431556668e-02
1.790000000000000036e+00,2.162969851958043872e-03,6.147256953828011397e-04,8.859569558077552698e-02
1.794999999999999929e+00,2.162457141621142338e-03,6.146310706825107656e-04,8.859187515071111074e-02
1.800000000000000044e+00,2.161954462240084536e-03,6.145380447089648056e-04,8.858804328893696289e-02
1.804999999999999938e+00,2.161461566280491187e-03,6.144465780220804410e-04,8.858420028298943927e-02
1.810000000000000053e+00,2.160978212316027637e-03,6.143566321603367028e-04,8.858034641330733705e-02
1.814999999999999947e+00,2.160504164881936820e-03,6.142681696129201254e-04,8.857648195340375730e-02
1.820000000000000062e+00,2.160039194331071517e-03,6.141811537913407669e-04,8.857260717003559436e-02
1.824999999999999956e+00,2.159583076684754976e-03,6.140955490074635629e-04,8.856872232337643924e-02
1.830000000000000071e+00,2.159135593493019013e-03,6.140113204570970835e-04,8.856482766717599375e-02
1.834999999999999964e+00,2.158696531700344222e-03,6.139284341995159900e-04,8.856092344891539070e-02
1.840000000000000080e+00,2.158265683511080557e-03,6.138468571309736504e-04,8.855700990996656641e-02
1.844999999999999973e+00,2.157842846260495800e-03,6.137665569610653397e-04,8.855308728574289023e-02
1.850000000000000089e+00,2.157427822288778257e-03,6.136875021959776414e-04,8.854915580584400703e-02
1.854999999999999982e+00,2.157020418816676596e-03,6.136096621230039804e-04,8.854521569419833427e-02
1.860000000000000098e+00,2.156620447821600266e-03,6.135330067896436991e-04,8.854126716920793227e-02
1.864999999999999991e+00,2.156227725924249241e-03,6.134575069809828892e-04,8.853731044388202243e-02
1.870000000000000107e+00,2.155842074276150596e-03,6.133831342008423931e-04,8.853334572596774366e-02
1.875000000000000000e+00,2.155463318443255095e-03,6.133098606570355814e-04,8.852937321808417026e-02
1.880000000000000115e+00,2.155091288296159119e-03,6.132376592464458282e-04,8.852539311784798914e-02
1.885000000000000009e+00,2.154725817906583737e-03,6.131665035361161817e-04,8.852140561799583252e-02
1.890000000000000124e+00,2.154366745445312689e-03,6.130963677435487605e-04,8.851741090650373789e-02
1.895000000000000018e+00,2.154013913077575549e-03,6.130272267207306607e-04,8.851340916670821790e-02
1.900000000000000133e+00,2.153667166864919186e-03,6.129590559420118167e-04,8.850940057741919775e-02
1.905000000000000027e+00,2.153326356670481022e-03,6.128918314899288412e-04,8.850538531302901135e-02
1.910000000000000142e+00,2.152991336063512454e-03,6.128255300371302904e-04,8.850136354362542201e-02
1.915000000000000036e+00,2.152661962228872260e-03,6.127601288298304381e-04,8.849733543509696876e-02
1.919999999999999929e+00,2.152338095878504089e-03,6.126956056754145679e-04,8.849330114923542601e-02
1.925000000000000044e+00,2.152019601163603513e-03,6.126319389311884241e-04,8.848926084383616775e-02
1.929999999999999938e+00,2.151706345587411744e-03,6.125691074901096775e-04,8.848521467280048847e-02
1.935000000000000053e+00,2.151398199925038009e-03,6.125070907652986878e-04,8.848116278622911168e-02
1.939999999999999947e+00,2.151095038144364407e-03,6.124458686765651234e-04,8.847710533051482418e-02
1.945000000000000062e+00,2.150796737323982643e-03,6.123854216394803958e-04,8.847304244843687271e-02
1.949999999999999956e+00,2.150503177576179245e-03,6.123257305548646936e-04,8.846897427924950430e-02
1.955000000000000071e+00,2.150214241973717223e-03,6.122667767959144667e-04,8.846490095876766158e-02
1.959999999999999964e+00,2.149929816477579633e-03,6.122085421945071097e-04,8.846082261945188707e-02
1.965000000000000080e+00,2.149649789863595541e-03,6.121510090296630995e-04,8.845673939049342183e-02
1.969999999999999973e+00,2.149374053653490841e-03,6.120941600186655118e-04,8.845265139789344755e-02
1.975000000000000089e+00,2.149102502047998183e-03,6.120379783071892279e-04,8.844855876454026100e-02
1.979999999999999982e+00,2.148835031859212298e-03,6.119824474569222732e-04,8.844446161028886311e-02
1.985000000000000098e+00,2.148571542447104323e-03,6.119275514339948862e-04,8.844036005203519124e-02
1.989999999999999991e+00,2.148311935657274720e-03,6.118732745999132033e-04,8.843625420378796453e-02
1.995000000000000107e+00,2.148056115758857978e-03,6.118196017033968427e-04,8.843214417674025163e-02
2.000000000000000000e+00,2.147803989383146803e-03,6.117665178705778252e-04,8.842803007934042780e-02
2.004999999999999893e+00,2.147555465467055301e-03,6.117140085943711643e-04,8.842391201735909367e-02
2.010000000000000231e+00,2.147310455197349796e-03,6.116620597248850983e-04,8.841979009395373179e-02
2.015000000000000124e+00,2.147068871952817915e-03,6.116106574614105706e-04,8.841566440973545882e-02
2.020000000000000018e+00,2.146830631250196825e-03,6.115597883449904338e-04,8.841153506283154495e-02
2.024999999999999911e+00,2.146595650692476303e-03,6.115094392495924172e-04,8.840740214894524107e-02
2.030000000000000249e+00,2.146363849917696208e-03,6.114595973725856035e-04,8.840326576141648018e-02
2.035000000000000142e+00,2.146135150547529707e-03,6.114102502264904095e-04,8.839912599128116333e-02
2.040000000000000036e+00,2.145909476138761329e-03,6.113613856324929966e-04,8.839498292732721196e-02
2.044999999999999929e+00,2.145686752136052606e-03,6.113129917135305550e-04,8.839083665614889951e-02
2.049999999999999822e+00,2.145466905824136138e-03,6.112650568857808586e-04,8.838668726220308414e-02
2.055000000000000160e+00,2.145249866283201103e-03,6.112175698505940662e-04,8.838253482786143089e-02
2.060000000000000053e+00,2.145035564345088453e-03,6.111705195879160593e-04,8.837837943346082969e-02
2.064999999999999947e+00,2.144823932549409784e-03,6.111238953503707588e-04,8.837422115735428518e-02
2.069999999999999840e+00,2.144614905100426447e-03,6.110776866564904741e-04,8.837006007596061308e-02
2.075000000000000178e+00,2.144408417827120550e-03,6.110318832834028520e-04,8.836589626381144424e-02
2.080000000000000071e+00,2.144204408143867910e-03,6.109864752600482158e-04,8.836172979359721569e-02
2.084999999999999964e+00,2.144002815009688097e-03,6.109414528613374504e-04,8.835756073621391093e-02
2.089999999999999858e+00,2.143803578890283047e-03,6.108968066028865745e-04,8.835338916080701099e-02
2.095000000000000195e+00,2.143606641721567101e-03,6.108525272349326317e-04,8.834921513481423794e-02
2.100000000000000089e+00,2.143411946873364452e-03,6.108086057357142024e-04,8.834503872400746582e-02
2.104999999999999982e+00,2.143219439113359416e-03,6.107650333056038102e-04,8.834085999253525612e-02
2.109999999999999876e+00,2.143029064572952308e-03,6.107218013623914258e-04,8.833667900296181263e-02
2.115000000000000213e+00,2.142840770713928897e-03,6.106789015364144473e-04,8.833249581630576996e-02
2.120000000000000107e+00,2.142654506294680572e-03,6.106363256646921665e-04,8.832831049207945373e-02
2.125000000000000000e+00,2.142470221338817985e-03,6.105940657853116621e-04,8.832412308832569836e-02
2.129999999999999893e+00,2.142287867104385353e-03,6.105521141326852820e-04,8.831993366165361015e-02
2.135000000000000231e+00,2.142107396052794592e-03,6.105104631332588291e-04,8.831574226727406662e-02
2.140000000000000124e+00,2.141928761818576079e-03,6.104691054008244471e-04,8.831154895903518820e-02
2.145000000000000018e+00,2.141751919181185057e-03,6.104280337314799479e-04,8.830735378945515912e-02
2.149999999999999911e+00,2.141576824037226112e-03,6.103872410988351194e-04,8.830315680975457659e-02
2.155000000000000249e+00,2.141403433371773420e-03,6.103467206497898432e-04,8.829895806988959095e-02
2.160000000000000142e+00,2.141231705231720194e-03,6.103064657007851394e-04,8.829475761858308902e-02
2.165000000000000036e+00,2.141061598700023244e-03,6.102664697335988481e-04,8.829055550335385139e-02
2.169999999999999929e+00,2.140893073869981362e-03,6.102267263907396131e-04,8.828635177054731942e-02
2.175000000000000266e+00,2.140726091819977750e-03,6.101872294712894001e-04,8.828214646536487742e-02
2.180000000000000160e+00,2.140560614589437187e-03,6.101479729274917295e-04,8.827793963189142779e-02
2.185000000000000053e+00,2.140396605155292769e-03,6.101089508613038049e-04,8.827373131312257759e-02
2.189999999999999947e+00,2.140234027408130426e-03,6.100701575203521139e-04,8.826952155099268560e-02
2.194999999999999840e+00,2.140072846130125408e-03,6.100315872940183497e-04,8.826531038640056392e-02
2.200000000000000178e+00,2.139913026973382527e-03,6.099932347100416302e-04,8.826109785923451356e-02
2.205000000000000071e+00,2.139754536437942466e-03,6.099550944314122581e-04,8.825688400839772074e-02
2.209999999999999964e+00,2.139597341850584325e-03,6.099171612531183563e-04,8.825266887183282061e-02
2.214999999999999858e+00,2.139441411344894951e-03,6.098794300986574470e-04,8.824845248654550334e-02
2.220000000000000195e+00,2.139286713841669595e-03,6.098418960166575352e-04,8.824423488862692677e-02
2.225000000000000089e+00,2.139133219028730576e-03,6.098045541778448131e-04,8.824001611327736416e-02
2.229999999999999982e+00,2.138980897342169282e-03,6.097673998723651375e-04,8.823579619482779801e-02
2.234999999999999876e+00,2.138829719948230450e-03,6.097304285068791277e-04,8.823157516676077838e-02
2.240000000000000213e+00,2.138679658725042062e-03,6.096936356013393744e-04,8.822735306173229430e-02
2.245000000000000107e+00,2.138530686244931572e-03,6.096570167860667798e-04,8.822312991159164675e-02
2.250000000000000000e+00,2.138382775757493703e-03,6.096205677992837810e-04,8.821890574740172408e-02
2.254999999999999893e+00,2.138235901172961823e-03,6.095842844846764133e-04,8.821468059945768159e-02
2.260000000000000231e+00,2.138090037045392404e-03,6.095481627885861176e-04,8.821045449730681443e-02
2.265000000000000124e+00,2.137945158557140544e-03,6.095121987572903448e-04,8.820622746976669593e-02
2.270000000000000018e+00,2.137801241503605246e-03,6.094763885345768706e-04,8.820199954494274686e-02
2.274999999999999911e+00,2.137658262277678922e-03,6.094407283595015563e-04,8.819777075024638757e-02
2.280000000000000249e+00,2.137516197854876909e-03,6.094052145641162951e-04,8.819354111241201055e-02
2.285000000000000142e+00,2.137375025779274067e-03,6.093698435710565540e-04,8.818931065751361986e-02
2.290000000000000036e+00,2.137234724149644771e-03,6.093346118911631762e-04,8.818507941098109593e-02
2.294999999999999929e+00,2.137095271605273308e-03,6.092995161213066039e-04,8.818084739761626600e-02
2.300000000000000266e+00,2.136956647312773447e-03,6.092645529424865975e-04,8.817661464160839180e-02
2.305000000000000160e+00,2.136818830953300490e-03,6.092297191177996818e-04,8.817238116654910196e-02
2.310000000000000053e+00,2.136681802709614140e-03,6.091950114901980998e-04,8.816814699544708867e-02
2.314999999999999947e+00,2.136545543253685203e-03,6.091604269804300458e-04,8.816391215074317889e-02
2.319999999999999840e+00,2.136410033734762858e-03,6.091259625852671030e-04,8.815967665432349054e-02
2.325000000000000178e+00,2.136275255767634915e-03,6.090916153757720136e-04,8.815544052753344906e-02
2.330000000000000071e+00,2.136141191420774452e-03,6.090573824953515606e-04,8.815120379119134597e-02
2.334999999999999964e+00,2.136007823205412787e-03,6.090232611578609481e-04,8.814696646560127302e-02
2.339999999999999858e+00,2.135875134064795042e-03,6.089892486458775350e-04,8.814272857056551502e-02
2.345000000000000195e+00,2.135743107363183724e-03,6.089553423090883011e-04,8.813849012539726191e-02
2.350000000000000089e+00,2.135611726875437377e-03,6.089215395627030087e-04,8.813425114893259915e-02
2.354999999999999982e+00,2.135480976777074952e-03,6.088878378857752070e-04,8.813001165954238714e-02
2.359999999999999876e+00,2.135350841634482428e-03,6.088542348195308263e-04,8.812577167514322463e-02
2.365000000000000213e+00,2.135221306394931642e-03,6.088207279658200454e-04,8.812153121320957794e-02
2.370000000000000107e+00,2.135092356377322077e-03,6.087873149857588951e-04,8.811729029078398112e-02
2.375000000000000000e+00,2.134963977263146847e-03,6.087539935983111213e-04,8.811304892448773574e-02
2.379999999999999893e+00,2.134836155087346810e-03,6.087207615787235734e-04,8.810880713053172164e-02
2.385000000000000231e+00,2.134708876229612223e-03,6.086876167570793358e-04,8.810456492472620860e-02
2.390000000000000124e+00,2.134582127405977581e-03,6.086545570170287783e-04,8.810032232249091766e-02
2.395000000000000018e+00,2.134455895660529196e-03,6.086215802945560589e-04,8.809607933886440256e-02
2.399999999999999911e+00,2.134330168357058150e-03,6.085886845766256062e-04,8.809183598851377806e-02
2.405000000000000249e+00,2.134204933171365490e-03,6.085558678998602596e-04,8.808759228574376821e-02
2.410000000000000142e+00,2.134080178083686691e-03,6.085231283493191569e-04,8.808334824450556044e-02
2.415000000000000036e+00,2.133955891370929638e-03,6.084904640573376381e-04,8.807910387840556243e-02
2.419999999999999929e+00,2.133832061599365369e-03,6.084578732024149622e-04,8.807485920071418672e-02
2.425000000000000266e+00,2.133708677617604174e-03,6.084253540080497655e-04,8.807061422437367781e-02
2.430000000000000160e+00,2.133585728549674491e-03,6.083929047415581734e-04,8.806636896200654985e-02
2.435000000000000053e+00,2.133463203788022854e-03,6.083605237129810321e-04,8.806212342592345532e-02
2.439999999999999947e+00,2.133341092986978764e-03,6.083282092741118139e-04,8.805787762813080399e-02
2.444999999999999840e+00,2.133219386056394752e-03,6.082959598175034874e-04,8.805363158033815973e-02
2.450000000000000178e+00,2.133098073155175866e-03,6.082637737753782440e-04,8.804938529396577618e-02
2.455000000000000071e+00,2.132977144685170405e-03,6.082316496186086731e-04,8.804513878015171602e-02
2.459999999999999964e+00,2.132856591285264489e-03,6.081995858558132120e-04,8.804089204975881766e-02
2.464999999999999858e+00,2.132736403825497007e-03,6.081675810324778343e-04,8.803664511338127330e-02
2.470000000000000195e+00,2.132616573401203627e-03,6.081356337300135523e-04,8.803239798135152616e-02
2.475000000000000089e+00,2.132497091327595785e-03,6.081037425648346288e-04,8.802815066374664044e-02
2.479999999999999982e+00,2.132377949134412962e-03,6.080719061874907813e-04,8.802390317039461565e-02
2.484999999999999876e+00,2.132259138560452672e-03,6.080401232818411286e-04,8.801965551088040962e-02
2.490000000000000213e+00,2.132140651548420068e-03,6.080083925642676022e-04,8.801540769455222513e-02
2.495000000000000107e+00,2.132022480240002189e-03,6.079767127828697090e-04,8.801115973052708874e-02
2.500000000000000000e+00,2.131904616970947859e-03,6.079450827166264434e-04,8.800691162769654075e-02
2.504999999999999893e+00,2.131787054266154509e-03,6.079135011746268288e-04,8.800266339473249155e-02
2.510000000000000231e+00,2.131669784835081571e-03,6.078819669953786304e-04,8.799841504009246751e-02
2.515000000000000124e+00,2.131552801567251042e-03,6.078504790461068761e-04,8.799416657202474568e-02
2.520000000000000018e+00,2.131436097527677782e-03,6.078190362219930724e-04,8.798991799857383556e-02
2.524999999999999911e+00,2.131319665952583452e-03,6.077876374454641841e-04,8.798566932758535020e-02
2.530000000000000249e+00,2.131203500245222333e-03,6.077562816655421134e-04,8.798142056671073852e-02
2.535000000000000142e+00,2.131087593971744444e-03,6.077249678572244030e-04,8.797717172341243397e-02
2.540000000000000036e+00,2.130971940857062132e-03,6.076936950208221147e-04,8.797292280496828154e-02
2.544999999999999929e+00,2.130856534781028905e-03,6.076624621813188484e-04,8.796867381847622847e-02
2.550000000000000266e+00,2.130741369774680725e-03,6.076312683877556743e-04,8.796442477085858469e-02
2.555000000000000160e+00,2.130626440016362370e-03,6.076001127126417611e-04,8.796017566886643602e-02
2.560000000000000053e+00,2.130511739828120071e-03,6.075689942514043594e-04,8.795592651908430704e-02
2.564999999999999947e+00,2.130397263672220796e-03,6.075379121218173195e-04,8.795167732793338078e-02
2.569999999999999840e+00,2.130283006147672391e-03,6.075068654634238619e-04,8.794742810167618940e-02
2.575000000000000178e+00,2.130168961986787096e-03,6.074758534369834170e-04,8.794317884642045835e-02
2.580000000000000071e+00,2.130055126051927632e-03,6.074448752239841685e-04,8.793892956812278394e-02
2.584999999999999964e+00,2.129941493332350878e-03,6.074139300261486565e-04,8.793468027259239428e-02
2.589999999999999858e+00,2.129828058940973472e-03,6.073830170649013264e-04,8.793043096549482684e-02
2.595000000000000195e+00,2.129714818111362075e-03,6.073521355808687112e-04,8.792618165235559224e-02
2.600000000000000089e+00,2.129601766194799510e-03,6.073212848334211397e-04,8.792193233856325507e-02
2.604999999999999982e+00,2.129488898657340944e-03,6.072904641002268037e-04,8.791768302937318091e-02
2.609999999999999876e+00,2.129376211076934675e-03,6.072596726767929241e-04,8.791343372991081151e-02
2.615000000000000213e+00,2.129263699140707729e-03,6.072289098760149393e-04,8.790918444517459296e-02
2.620000000000000107e+00,2.129151358642324306e-03,6.071981750277440169e-04,8.790493518003936191e-02
2.625000000000000000e+00,2.129039185479252288e-03,6.071674674783672510e-04,8.790068593925937090e-02
2.629999999999999893e+00,2.128927175650227946e-03,6.071367865904178911e-04,8.789643672747114722e-02
2.635000000000000231e+00,2.128815325252804772e-03,6.071061317421798257e-04,8.789218754919649046e-02
2.640000000000000124e+00,2.128703630480886268e-03,6.070755023272771025e-04,8.788793840884523423e-02
2.645000000000000018e+00,2.128592087622312515e-03,6.070448977542871943e-04,8.788368931071810497e-02
2.649999999999999911e+00,2.128480693056578575e-03,6.070143174463916687e-04,8.787944025900938649e-02
2.655000000000000249e+00,2.128369443252598869e-03,6.069837608410310866e-04,8.787519125780964002e-02
2.660000000000000142e+00,2.128258334766420807e-03,6.069532273895287839e-04,8.787094231110777198e-02
2.665000000000000036e+00,2.128147364239117104e-03,6.069227165567412166e-04,8.786669342279432304e-02
2.669999999999999929e+00,2.128036528394717554e-03,6.068922278207373620e-04,8.786244459666350815e-02
2.675000000000000266e+00,2.127925824038125625e-03,6.068617606724738918e-04,8.785819583641528430e-02
2.680000000000000160e+00,2.127815248053093172e-03,6.068313146154792354e-04,8.785394714565812613e-02
2.685000000000000053e+00,2.127704797400316577e-03,6.068008891655364513e-04,8.784969852791120470e-02
2.689999999999999947e+00,2.127594469115559779e-03,6.067704838503804087e-04,8.784544998660649695e-02
2.694999999999999840e+00,2.127484260307740873e-03,6.067400982093948620e-04,8.784120152509089507e-02
2.700000000000000178e+00,2.127374168157136237e-03,6.067097317933418336e-04,8.783695314662866294e-02
2.705000000000000071e+00,2.127264189913665761e-03,6.066793841640815647e-04,8.783270485440272668e-02
2.709999999999999964e+00,2.127154322895134699e-03,6.066490548942866110e-04,8.782845665151740866e-02
2.714999999999999858e+00,2.127044564485553162e-03,6.066187435671676481e-04,8.782420854100038421e-02
2.720000000000000195e+00,2.126934912133513714e-03,6.065884497762249724e-04,8.781996052580365308e-02
2.725000000000000089e+00,2.126825363350626219e-03,6.065581731250061816e-04,8.781571260880668972e-02
2.729999999999999982e+00,2.126715915709898909e-03,6.065279132268420635e-04,8.781146479281722039e-02
2.734999999999999876e+00,2.126606566844254764e-03,6.064976697046030839e-04,8.780721708057358244e-02
2.740000000000000213e+00,2.126497314445084316e-03,6.064674421904678011e-04,8.780296947474598712e-02
2.745000000000000107e+00,2.126388156260759863e-03,6.064372303256977854e-04,8.779872197793879562e-02
2.750000000000000000e+00,2.126279090095216460e-03,6.064070337604110213e-04,8.779447459269139331e-02
2.754999999999999893e+00,2.126170113806623557e-03,6.063768521533646327e-04,8.779022732148067387e-02
2.760000000000000231e+00,2.126061225306036251e-03,6.063466851717356576e-04,8.778598016672153892e-02
2.765000000000000124e+00,2.125952422556060418e-03,6.063165324909129900e-04,8.778173313076943762e-02
2.770000000000000018e+00,2.125843703569599806e-03,6.062863937942994039e-04,8.777748621592111611e-02
2.774999999999999911e+00,2.125735066408623516e-03,6.062562687731213847e-04,8.777323942441654647e-02
2.780000000000000249e+00,2.125626509182944757e-03,6.062261571262238897e-04,8.776899275844003701e-02
2.785000000000000142e+00,2.125518030049023885e-03,6.061960585598773600e-04,8.776474622012166160e-02
2.790000000000000036e+00,2.125409627208841700e-03,6.061659727876055493e-04,8.776049981153868917e-02
2.794999999999999929e+00,2.125301298908777951e-03,6.061358995300099913e-04,8.775625353471661061e-02
2.800000000000000266e+00,2.125193043438480724e-03,6.061058385145864447e-04,8.775200739163106778e-02
2.805000000000000160e+00,2.125084859129825615e-03,6.060757894755541310e-04,8.774776138420831151e-02
2.810000000000000053e+00,2.124976744355882696e-03,6.060457521536921285e-04,8.774351551432683916e-02
2.814999999999999947e+00,2.124868697529873514e-03,6.060157262961778264e-04,8.773926978381847708e-02
2.819999999999999840e+00,2.124760717104186639e-03,6.059857116564324256e-04,8.773502419446957412e-02
2.825000000000000178e+00,2.124652801569414454e-03,6.059557079939622117e-04,8.773077874802211185e-02
2.830000000000000071e+00,2.124544949453429851e-03,6.059257150742103446e-04,8.772653344617485638e-02
2.834999999999999964e+00,2.124437159320425195e-03,6.058957326684033355e-04,8.772228829058421884e-02
2.839999999999999858e+00,2.124329429770034118e-03,6.058657605534167141e-04,8.771804328286539332e-02
2.845000000000000195e+00,2.124221759436478903e-03,6.058357985116391781e-04,8.771379842459370302e-02
2.850000000000000089e+00,2.124114146987683607e-03,6.058058463308273103e-04,8.770955371730503047e-02
2.854999999999999982e+00,2.124006591124453103e-03,6.057759038039721130e-04,8.770530916249713593e-02
2.859999999999999876e+00,2.123899090579663834e-03,6.057459707291746502e-04,8.770106476163068432e-02
2.865000000000000213e+00,2.123791644117482315e-03,6.057160469095221236e-04,8.769682051612977258e-02
2.870000000000000107e+00,2.123684250532568030e-03,6.056861321529630800e-04,8.769257642738327585e-02
2.875000000000000000e+00,2.123576908649333576e-03,6.056562262721815366e-04,8.768833249674518049e-02
2.879999999999999893e+00,2.123469617321222577e-03,6.056263290844866084e-04,8.768408872553624944e-02
2.885000000000000231e+00,2.123362375429971131e-03,6.055964404116934629e-04,8.767984511504396672e-02
2.890000000000000124e+00,2.123255181884920427e-03,6.055665600800190203e-04,8.767560166652374476e-02
2.895000000000000018e+00,2.123148035622332390e-03,6.055366879199676781e-04,8.767135838120010405e-02
2.899999999999999911e+00,2.123040935604730926e-03,6.055068237662273364e-04,8.766711526026668699e-02
